week_sort,value,type,Season,Age Group
Year 1 week 32,380.0,tested,2024/2025,45-64 years
Year 1 week 33,31.0,tested,2016/2017,45-64 years
Year 1 week 33,33.0,tested,2017/2018,45-64 years
Year 1 week 33,25.0,tested,2018/2019,45-64 years
Year 1 week 33,69.0,tested,2019/2020,45-64 years
Year 1 week 33,37.0,tested,2020/2021,45-64 years
Year 1 week 33,118.0,tested,2021/2022,45-64 years
Year 1 week 33,396.0,tested,2022/2023,45-64 years
Year 1 week 33,302.0,tested,2023/2024,45-64 years
Year 1 week 33,394.0,tested,2024/2025,45-64 years
Year 1 week 34,21.0,tested,2016/2017,45-64 years
Year 1 week 34,25.0,tested,2017/2018,45-64 years
Year 1 week 34,29.0,tested,2018/2019,45-64 years
Year 1 week 34,42.0,tested,2019/2020,45-64 years
Year 1 week 34,44.0,tested,2020/2021,45-64 years
Year 1 week 34,109.0,tested,2021/2022,45-64 years
Year 1 week 34,331.0,tested,2022/2023,45-64 years
Year 1 week 34,338.0,tested,2023/2024,45-64 years
Year 1 week 34,381.0,tested,2024/2025,45-64 years
Year 1 week 35,33.0,tested,2016/2017,45-64 years
Year 1 week 35,46.0,tested,2017/2018,45-64 years
Year 1 week 35,29.0,tested,2018/2019,45-64 years
Year 1 week 35,55.0,tested,2019/2020,45-64 years
Year 1 week 35,37.0,tested,2020/2021,45-64 years
Year 1 week 35,171.0,tested,2021/2022,45-64 years
Year 1 week 35,333.0,tested,2022/2023,45-64 years
Year 1 week 35,376.0,tested,2023/2024,45-64 years
Year 1 week 35,411.0,tested,2024/2025,45-64 years
Year 1 week 36,27.0,tested,2016/2017,45-64 years
Year 1 week 36,46.0,tested,2017/2018,45-64 years
Year 1 week 36,44.0,tested,2018/2019,45-64 years
Year 1 week 36,58.0,tested,2019/2020,45-64 years
Year 1 week 36,40.0,tested,2020/2021,45-64 years
Year 1 week 36,267.0,tested,2021/2022,45-64 years
Year 1 week 36,372.0,tested,2022/2023,45-64 years
Year 1 week 36,440.0,tested,2023/2024,45-64 years
Year 1 week 36,474.0,tested,2024/2025,45-64 years
Year 1 week 37,32.0,tested,2016/2017,45-64 years
Year 1 week 37,38.0,tested,2017/2018,45-64 years
Year 1 week 37,47.0,tested,2018/2019,45-64 years
Year 1 week 37,65.0,tested,2019/2020,45-64 years
Year 1 week 37,48.0,tested,2020/2021,45-64 years
Year 1 week 37,306.0,tested,2021/2022,45-64 years
Year 1 week 37,372.0,tested,2022/2023,45-64 years
Year 1 week 37,419.0,tested,2023/2024,45-64 years
Year 1 week 37,447.0,tested,2024/2025,45-64 years
Year 1 week 38,32.0,tested,2016/2017,45-64 years
Year 1 week 38,52.0,tested,2017/2018,45-64 years
Year 1 week 38,51.0,tested,2018/2019,45-64 years
Year 1 week 38,81.0,tested,2019/2020,45-64 years
Year 1 week 38,47.0,tested,2020/2021,45-64 years
Year 1 week 38,314.0,tested,2021/2022,45-64 years
Year 1 week 38,349.0,tested,2022/2023,45-64 years
Year 1 week 38,428.0,tested,2023/2024,45-64 years
Year 1 week 38,466.0,tested,2024/2025,45-64 years
Year 1 week 39,38.0,tested,2016/2017,45-64 years
Year 1 week 39,53.0,tested,2017/2018,45-64 years
Year 1 week 39,53.0,tested,2018/2019,45-64 years
Year 1 week 39,120.0,tested,2019/2020,45-64 years
Year 1 week 39,31.0,tested,2020/2021,45-64 years
Year 1 week 39,320.0,tested,2021/2022,45-64 years
Year 1 week 39,396.0,tested,2022/2023,45-64 years
Year 1 week 39,461.0,tested,2023/2024,45-64 years
Year 1 week 39,432.0,tested,2024/2025,45-64 years
Year 1 week 40,27.0,tested,2015/2016,45-64 years
Year 1 week 40,41.0,tested,2016/2017,45-64 years
Year 1 week 40,75.0,tested,2017/2018,45-64 years
Year 1 week 40,64.0,tested,2018/2019,45-64 years
Year 1 week 40,121.0,tested,2019/2020,45-64 years
Year 1 week 40,44.0,tested,2020/2021,45-64 years
Year 1 week 40,342.0,tested,2021/2022,45-64 years
Year 1 week 40,418.0,tested,2022/2023,45-64 years
Year 1 week 40,564.0,tested,2023/2024,45-64 years
Year 1 week 40,490.0,tested,2024/2025,45-64 years
Year 1 week 41,30.0,tested,2015/2016,45-64 years
Year 1 week 41,44.0,tested,2016/2017,45-64 years
Year 1 week 41,61.0,tested,2017/2018,45-64 years
Year 1 week 41,101.0,tested,2018/2019,45-64 years
Year 1 week 41,138.0,tested,2019/2020,45-64 years
Year 1 week 41,60.0,tested,2020/2021,45-64 years
Year 1 week 41,410.0,tested,2021/2022,45-64 years
Year 1 week 41,487.0,tested,2022/2023,45-64 years
Year 1 week 41,618.0,tested,2023/2024,45-64 years
Year 1 week 41,589.0,tested,2024/2025,45-64 years
Year 1 week 42,29.0,tested,2015/2016,45-64 years
Year 1 week 42,59.0,tested,2016/2017,45-64 years
Year 1 week 42,82.0,tested,2017/2018,45-64 years
Year 1 week 42,82.0,tested,2018/2019,45-64 years
Year 1 week 42,140.0,tested,2019/2020,45-64 years
Year 1 week 42,54.0,tested,2020/2021,45-64 years
Year 1 week 42,380.0,tested,2021/2022,45-64 years
Year 1 week 42,471.0,tested,2022/2023,45-64 years
Year 1 week 42,624.0,tested,2023/2024,45-64 years
Year 1 week 42,447.0,tested,2024/2025,45-64 years
Year 1 week 43,34.0,tested,2015/2016,45-64 years
Year 1 week 43,54.0,tested,2016/2017,45-64 years
Year 1 week 43,73.0,tested,2017/2018,45-64 years
Year 1 week 43,120.0,tested,2018/2019,45-64 years
Year 1 week 43,159.0,tested,2019/2020,45-64 years
Year 1 week 43,87.0,tested,2020/2021,45-64 years
Year 1 week 43,438.0,tested,2021/2022,45-64 years
Year 1 week 43,512.0,tested,2022/2023,45-64 years
Year 1 week 43,749.0,tested,2023/2024,45-64 years
Year 1 week 43,600.0,tested,2024/2025,45-64 years
Year 1 week 44,34.0,tested,2015/2016,45-64 years
Year 1 week 44,47.0,tested,2016/2017,45-64 years
Year 1 week 44,87.0,tested,2017/2018,45-64 years
Year 1 week 44,96.0,tested,2018/2019,45-64 years
Year 1 week 44,135.0,tested,2019/2020,45-64 years
Year 1 week 44,105.0,tested,2020/2021,45-64 years
Year 1 week 44,418.0,tested,2021/2022,45-64 years
Year 1 week 44,485.0,tested,2022/2023,45-64 years
Year 1 week 44,678.0,tested,2023/2024,45-64 years
Year 1 week 44,572.0,tested,2024/2025,45-64 years
Year 1 week 45,36.0,tested,2015/2016,45-64 years
Year 1 week 45,82.0,tested,2016/2017,45-64 years
Year 1 week 45,80.0,tested,2017/2018,45-64 years
Year 1 week 45,103.0,tested,2018/2019,45-64 years
Year 1 week 45,204.0,tested,2019/2020,45-64 years
Year 1 week 45,124.0,tested,2020/2021,45-64 years
Year 1 week 45,472.0,tested,2021/2022,45-64 years
Year 1 week 45,524.0,tested,2022/2023,45-64 years
Year 1 week 45,789.0,tested,2023/2024,45-64 years
Year 1 week 45,578.0,tested,2024/2025,45-64 years
Year 1 week 46,45.0,tested,2015/2016,45-64 years
Year 1 week 46,84.0,tested,2016/2017,45-64 years
Year 1 week 46,64.0,tested,2017/2018,45-64 years
Year 1 week 46,125.0,tested,2018/2019,45-64 years
Year 1 week 46,194.0,tested,2019/2020,45-64 years
Year 1 week 46,121.0,tested,2020/2021,45-64 years
Year 1 week 46,518.0,tested,2021/2022,45-64 years
Year 1 week 46,555.0,tested,2022/2023,45-64 years
Year 1 week 46,890.0,tested,2023/2024,45-64 years
Year 1 week 46,564.0,tested,2024/2025,45-64 years
Year 1 week 47,43.0,tested,2015/2016,45-64 years
Year 1 week 47,79.0,tested,2016/2017,45-64 years
Year 1 week 47,91.0,tested,2017/2018,45-64 years
Year 1 week 47,121.0,tested,2018/2019,45-64 years
Year 1 week 47,219.0,tested,2019/2020,45-64 years
Year 1 week 47,103.0,tested,2020/2021,45-64 years
Year 1 week 47,490.0,tested,2021/2022,45-64 years
Year 1 week 47,610.0,tested,2022/2023,45-64 years
Year 1 week 47,1190.0,tested,2023/2024,45-64 years
Year 1 week 47,558.0,tested,2024/2025,45-64 years
Year 1 week 48,46.0,tested,2015/2016,45-64 years
Year 1 week 48,74.0,tested,2016/2017,45-64 years
Year 1 week 48,84.0,tested,2017/2018,45-64 years
Year 1 week 48,133.0,tested,2018/2019,45-64 years
Year 1 week 48,229.0,tested,2019/2020,45-64 years
Year 1 week 48,138.0,tested,2020/2021,45-64 years
Year 1 week 48,608.0,tested,2021/2022,45-64 years
Year 1 week 48,633.0,tested,2022/2023,45-64 years
Year 1 week 48,1277.0,tested,2023/2024,45-64 years
Year 1 week 48,582.0,tested,2024/2025,45-64 years
Year 1 week 49,37.0,tested,2015/2016,45-64 years
Year 1 week 49,71.0,tested,2016/2017,45-64 years
Year 1 week 49,97.0,tested,2017/2018,45-64 years
Year 1 week 49,159.0,tested,2018/2019,45-64 years
Year 1 week 49,242.0,tested,2019/2020,45-64 years
Year 1 week 49,154.0,tested,2020/2021,45-64 years
Year 1 week 49,628.0,tested,2021/2022,45-64 years
Year 1 week 49,636.0,tested,2022/2023,45-64 years
Year 1 week 49,1543.0,tested,2023/2024,45-64 years
Year 1 week 49,675.0,tested,2024/2025,45-64 years
Year 1 week 50,65.0,tested,2015/2016,45-64 years
Year 1 week 50,104.0,tested,2016/2017,45-64 years
Year 1 week 50,100.0,tested,2017/2018,45-64 years
Year 1 week 50,184.0,tested,2018/2019,45-64 years
Year 1 week 50,265.0,tested,2019/2020,45-64 years
Year 1 week 50,146.0,tested,2020/2021,45-64 years
Year 1 week 50,569.0,tested,2021/2022,45-64 years
Year 1 week 50,724.0,tested,2022/2023,45-64 years
Year 1 week 50,1698.0,tested,2023/2024,45-64 years
Year 1 week 50,648.0,tested,2024/2025,45-64 years
Year 1 week 51,60.0,tested,2015/2016,45-64 years
Year 1 week 51,91.0,tested,2016/2017,45-64 years
Year 1 week 51,124.0,tested,2017/2018,45-64 years
Year 1 week 51,210.0,tested,2018/2019,45-64 years
Year 1 week 51,318.0,tested,2019/2020,45-64 years
Year 1 week 51,169.0,tested,2020/2021,45-64 years
Year 1 week 51,545.0,tested,2021/2022,45-64 years
Year 1 week 51,892.0,tested,2022/2023,45-64 years
Year 1 week 51,1643.0,tested,2023/2024,45-64 years
Year 1 week 51,735.0,tested,2024/2025,45-64 years
Year 1 week 52,43.0,tested,2015/2016,45-64 years
Year 1 week 52,103.0,tested,2016/2017,45-64 years
Year 1 week 52,118.0,tested,2017/2018,45-64 years
Year 1 week 52,215.0,tested,2018/2019,45-64 years
Year 1 week 52,278.0,tested,2019/2020,45-64 years
Year 1 week 52,178.0,tested,2020/2021,45-64 years
Year 1 week 52,556.0,tested,2021/2022,45-64 years
Year 1 week 52,838.0,tested,2022/2023,45-64 years
Year 1 week 52,1005.0,tested,2023/2024,45-64 years
Year 1 week 52,388.0,tested,2024/2025,45-64 years
Year 1 week 53,60.0,tested,2015/2016,45-64 years
Year 1 week 53,185.0,tested,2020/2021,45-64 years
Year 2 week 01,75.0,tested,2015/2016,45-64 years
Year 2 week 01,145.0,tested,2016/2017,45-64 years
Year 2 week 01,159.0,tested,2017/2018,45-64 years
Year 2 week 01,261.0,tested,2018/2019,45-64 years
Year 2 week 01,309.0,tested,2019/2020,45-64 years
Year 2 week 01,203.0,tested,2020/2021,45-64 years
Year 2 week 01,600.0,tested,2021/2022,45-64 years
Year 2 week 01,1140.0,tested,2022/2023,45-64 years
Year 2 week 01,1323.0,tested,2023/2024,45-64 years
Year 2 week 01,604.0,tested,2024/2025,45-64 years
Year 2 week 02,67.0,tested,2015/2016,45-64 years
Year 2 week 02,150.0,tested,2016/2017,45-64 years
Year 2 week 02,180.0,tested,2017/2018,45-64 years
Year 2 week 02,369.0,tested,2018/2019,45-64 years
Year 2 week 02,375.0,tested,2019/2020,45-64 years
Year 2 week 02,168.0,tested,2020/2021,45-64 years
Year 2 week 02,540.0,tested,2021/2022,45-64 years
Year 2 week 02,872.0,tested,2022/2023,45-64 years
Year 2 week 02,1169.0,tested,2023/2024,45-64 years
Year 2 week 02,766.0,tested,2024/2025,45-64 years
Year 2 week 03,87.0,tested,2015/2016,45-64 years
Year 2 week 03,130.0,tested,2016/2017,45-64 years
Year 2 week 03,248.0,tested,2017/2018,45-64 years
Year 2 week 03,336.0,tested,2018/2019,45-64 years
Year 2 week 03,332.0,tested,2019/2020,45-64 years
Year 2 week 03,213.0,tested,2020/2021,45-64 years
Year 2 week 03,499.0,tested,2021/2022,45-64 years
Year 2 week 03,698.0,tested,2022/2023,45-64 years
Year 2 week 03,1122.0,tested,2023/2024,45-64 years
Year 2 week 04,137.0,tested,2015/2016,45-64 years
Year 2 week 04,186.0,tested,2016/2017,45-64 years
Year 2 week 04,315.0,tested,2017/2018,45-64 years
Year 2 week 04,467.0,tested,2018/2019,45-64 years
Year 2 week 04,348.0,tested,2019/2020,45-64 years
Year 2 week 04,201.0,tested,2020/2021,45-64 years
Year 2 week 04,458.0,tested,2021/2022,45-64 years
Year 2 week 04,703.0,tested,2022/2023,45-64 years
Year 2 week 04,1111.0,tested,2023/2024,45-64 years
Year 2 week 05,149.0,tested,2015/2016,45-64 years
Year 2 week 05,198.0,tested,2016/2017,45-64 years
Year 2 week 05,472.0,tested,2017/2018,45-64 years
Year 2 week 05,620.0,tested,2018/2019,45-64 years
Year 2 week 05,416.0,tested,2019/2020,45-64 years
Year 2 week 05,187.0,tested,2020/2021,45-64 years
Year 2 week 05,396.0,tested,2021/2022,45-64 years
Year 2 week 05,778.0,tested,2022/2023,45-64 years
Year 2 week 05,1074.0,tested,2023/2024,45-64 years
Year 2 week 06,178.0,tested,2015/2016,45-64 years
Year 2 week 06,182.0,tested,2016/2017,45-64 years
Year 2 week 06,517.0,tested,2017/2018,45-64 years
Year 2 week 06,820.0,tested,2018/2019,45-64 years
Year 2 week 06,425.0,tested,2019/2020,45-64 years
Year 2 week 06,169.0,tested,2020/2021,45-64 years
Year 2 week 06,322.0,tested,2021/2022,45-64 years
Year 2 week 06,841.0,tested,2022/2023,45-64 years
Year 2 week 06,1108.0,tested,2023/2024,45-64 years
Year 2 week 07,160.0,tested,2015/2016,45-64 years
Year 2 week 07,219.0,tested,2016/2017,45-64 years
Year 2 week 07,598.0,tested,2017/2018,45-64 years
Year 2 week 07,700.0,tested,2018/2019,45-64 years
Year 2 week 07,395.0,tested,2019/2020,45-64 years
Year 2 week 07,186.0,tested,2020/2021,45-64 years
Year 2 week 07,364.0,tested,2021/2022,45-64 years
Year 2 week 07,875.0,tested,2022/2023,45-64 years
Year 2 week 07,881.0,tested,2023/2024,45-64 years
Year 2 week 08,193.0,tested,2015/2016,45-64 years
Year 2 week 08,187.0,tested,2016/2017,45-64 years
Year 2 week 08,671.0,tested,2017/2018,45-64 years
Year 2 week 08,501.0,tested,2018/2019,45-64 years
Year 2 week 08,401.0,tested,2019/2020,45-64 years
Year 2 week 08,170.0,tested,2020/2021,45-64 years
Year 2 week 08,392.0,tested,2021/2022,45-64 years
Year 2 week 08,894.0,tested,2022/2023,45-64 years
Year 2 week 08,822.0,tested,2023/2024,45-64 years
Year 2 week 09,175.0,tested,2015/2016,45-64 years
Year 2 week 09,143.0,tested,2016/2017,45-64 years
Year 2 week 09,644.0,tested,2017/2018,45-64 years
Year 2 week 09,377.0,tested,2018/2019,45-64 years
Year 2 week 09,438.0,tested,2019/2020,45-64 years
Year 2 week 09,165.0,tested,2020/2021,45-64 years
Year 2 week 09,303.0,tested,2021/2022,45-64 years
Year 2 week 09,827.0,tested,2022/2023,45-64 years
Year 2 week 09,820.0,tested,2023/2024,45-64 years
Year 2 week 10,183.0,tested,2015/2016,45-64 years
Year 2 week 10,148.0,tested,2016/2017,45-64 years
Year 2 week 10,680.0,tested,2017/2018,45-64 years
Year 2 week 10,329.0,tested,2018/2019,45-64 years
Year 2 week 10,580.0,tested,2019/2020,45-64 years
Year 2 week 10,161.0,tested,2020/2021,45-64 years
Year 2 week 10,424.0,tested,2021/2022,45-64 years
Year 2 week 10,790.0,tested,2022/2023,45-64 years
Year 2 week 10,764.0,tested,2023/2024,45-64 years
Year 2 week 11,167.0,tested,2015/2016,45-64 years
Year 2 week 11,144.0,tested,2016/2017,45-64 years
Year 2 week 11,634.0,tested,2017/2018,45-64 years
Year 2 week 11,246.0,tested,2018/2019,45-64 years
Year 2 week 11,710.0,tested,2019/2020,45-64 years
Year 2 week 11,185.0,tested,2020/2021,45-64 years
Year 2 week 11,575.0,tested,2021/2022,45-64 years
Year 2 week 11,880.0,tested,2022/2023,45-64 years
Year 2 week 11,733.0,tested,2023/2024,45-64 years
Year 2 week 12,112.0,tested,2015/2016,45-64 years
Year 2 week 12,101.0,tested,2016/2017,45-64 years
Year 2 week 12,490.0,tested,2017/2018,45-64 years
Year 2 week 12,235.0,tested,2018/2019,45-64 years
Year 2 week 12,735.0,tested,2019/2020,45-64 years
Year 2 week 12,179.0,tested,2020/2021,45-64 years
Year 2 week 12,803.0,tested,2021/2022,45-64 years
Year 2 week 12,860.0,tested,2022/2023,45-64 years
Year 2 week 12,692.0,tested,2023/2024,45-64 years
Year 2 week 13,129.0,tested,2015/2016,45-64 years
Year 2 week 13,106.0,tested,2016/2017,45-64 years
Year 2 week 13,339.0,tested,2017/2018,45-64 years
Year 2 week 13,220.0,tested,2018/2019,45-64 years
Year 2 week 13,880.0,tested,2019/2020,45-64 years
Year 2 week 13,131.0,tested,2020/2021,45-64 years
Year 2 week 13,721.0,tested,2021/2022,45-64 years
Year 2 week 13,827.0,tested,2022/2023,45-64 years
Year 2 week 13,447.0,tested,2023/2024,45-64 years
Year 2 week 14,108.0,tested,2015/2016,45-64 years
Year 2 week 14,80.0,tested,2016/2017,45-64 years
Year 2 week 14,348.0,tested,2017/2018,45-64 years
Year 2 week 14,202.0,tested,2018/2019,45-64 years
Year 2 week 14,1009.0,tested,2019/2020,45-64 years
Year 2 week 14,140.0,tested,2020/2021,45-64 years
Year 2 week 14,676.0,tested,2021/2022,45-64 years
Year 2 week 14,519.0,tested,2022/2023,45-64 years
Year 2 week 14,564.0,tested,2023/2024,45-64 years
Year 2 week 15,82.0,tested,2015/2016,45-64 years
Year 2 week 15,45.0,tested,2016/2017,45-64 years
Year 2 week 15,223.0,tested,2017/2018,45-64 years
Year 2 week 15,169.0,tested,2018/2019,45-64 years
Year 2 week 15,250.0,tested,2019/2020,45-64 years
Year 2 week 15,130.0,tested,2020/2021,45-64 years
Year 2 week 15,504.0,tested,2021/2022,45-64 years
Year 2 week 15,587.0,tested,2022/2023,45-64 years
Year 2 week 15,593.0,tested,2023/2024,45-64 years
Year 2 week 16,70.0,tested,2015/2016,45-64 years
Year 2 week 16,60.0,tested,2016/2017,45-64 years
Year 2 week 16,223.0,tested,2017/2018,45-64 years
Year 2 week 16,123.0,tested,2018/2019,45-64 years
Year 2 week 16,199.0,tested,2019/2020,45-64 years
Year 2 week 16,147.0,tested,2020/2021,45-64 years
Year 2 week 16,547.0,tested,2021/2022,45-64 years
Year 2 week 16,556.0,tested,2022/2023,45-64 years
Year 2 week 16,498.0,tested,2023/2024,45-64 years
Year 2 week 17,55.0,tested,2015/2016,45-64 years
Year 2 week 17,60.0,tested,2016/2017,45-64 years
Year 2 week 17,128.0,tested,2017/2018,45-64 years
Year 2 week 17,128.0,tested,2018/2019,45-64 years
Year 2 week 17,165.0,tested,2019/2020,45-64 years
Year 2 week 17,146.0,tested,2020/2021,45-64 years
Year 2 week 17,498.0,tested,2021/2022,45-64 years
Year 2 week 17,493.0,tested,2022/2023,45-64 years
Year 2 week 17,443.0,tested,2023/2024,45-64 years
Year 2 week 18,41.0,tested,2015/2016,45-64 years
Year 2 week 18,41.0,tested,2016/2017,45-64 years
Year 2 week 18,128.0,tested,2017/2018,45-64 years
Year 2 week 18,121.0,tested,2018/2019,45-64 years
Year 2 week 18,120.0,tested,2019/2020,45-64 years
Year 2 week 18,169.0,tested,2020/2021,45-64 years
Year 2 week 18,423.0,tested,2021/2022,45-64 years
Year 2 week 18,392.0,tested,2022/2023,45-64 years
Year 2 week 18,471.0,tested,2023/2024,45-64 years
Year 2 week 19,40.0,tested,2015/2016,45-64 years
Year 2 week 19,67.0,tested,2016/2017,45-64 years
Year 2 week 19,95.0,tested,2017/2018,45-64 years
Year 2 week 19,105.0,tested,2018/2019,45-64 years
Year 2 week 19,78.0,tested,2019/2020,45-64 years
Year 2 week 19,176.0,tested,2020/2021,45-64 years
Year 2 week 19,418.0,tested,2021/2022,45-64 years
Year 2 week 19,470.0,tested,2022/2023,45-64 years
Year 2 week 19,412.0,tested,2023/2024,45-64 years
Year 2 week 20,36.0,tested,2015/2016,45-64 years
Year 2 week 20,44.0,tested,2016/2017,45-64 years
Year 2 week 20,76.0,tested,2017/2018,45-64 years
Year 2 week 20,87.0,tested,2018/2019,45-64 years
Year 2 week 20,73.0,tested,2019/2020,45-64 years
Year 2 week 20,147.0,tested,2020/2021,45-64 years
Year 2 week 20,483.0,tested,2021/2022,45-64 years
Year 2 week 20,376.0,tested,2022/2023,45-64 years
Year 2 week 20,399.0,tested,2023/2024,45-64 years
Year 1 week 21,0.0,admissions,2016/2017,45-64 years
Year 1 week 21,0.0,admissions,2017/2018,45-64 years
Year 1 week 21,0.0,admissions,2018/2019,45-64 years
Year 1 week 21,2.0,admissions,2019/2020,45-64 years
Year 1 week 21,0.0,admissions,2020/2021,45-64 years
Year 1 week 21,1.0,admissions,2021/2022,45-64 years
Year 1 week 21,4.0,admissions,2022/2023,45-64 years
Year 1 week 21,0.0,admissions,2023/2024,45-64 years
Year 1 week 21,0.0,admissions,2024/2025,45-64 years
Year 1 week 22,0.0,admissions,2016/2017,45-64 years
Year 1 week 22,0.0,admissions,2017/2018,45-64 years
Year 1 week 22,0.0,admissions,2018/2019,45-64 years
Year 1 week 22,0.0,admissions,2019/2020,45-64 years
Year 1 week 22,0.0,admissions,2020/2021,45-64 years
Year 1 week 22,0.0,admissions,2021/2022,45-64 years
Year 1 week 22,0.0,admissions,2022/2023,45-64 years
Year 1 week 22,0.0,admissions,2023/2024,45-64 years
Year 1 week 22,0.0,admissions,2024/2025,45-64 years
Year 1 week 23,0.0,admissions,2016/2017,45-64 years
Year 1 week 23,0.0,admissions,2017/2018,45-64 years
Year 1 week 23,0.0,admissions,2018/2019,45-64 years
Year 1 week 23,0.0,admissions,2019/2020,45-64 years
Year 1 week 23,0.0,admissions,2020/2021,45-64 years
Year 1 week 23,0.0,admissions,2021/2022,45-64 years
Year 1 week 23,0.0,admissions,2022/2023,45-64 years
Year 1 week 23,0.0,admissions,2023/2024,45-64 years
Year 1 week 23,0.0,admissions,2024/2025,45-64 years
Year 1 week 24,0.0,admissions,2016/2017,45-64 years
Year 1 week 24,0.0,admissions,2017/2018,45-64 years
Year 1 week 24,0.0,admissions,2018/2019,45-64 years
Year 1 week 24,0.0,admissions,2019/2020,45-64 years
Year 1 week 24,0.0,admissions,2020/2021,45-64 years
Year 1 week 24,1.0,admissions,2021/2022,45-64 years
Year 1 week 24,0.0,admissions,2022/2023,45-64 years
Year 1 week 24,0.0,admissions,2023/2024,45-64 years
Year 1 week 24,0.0,admissions,2024/2025,45-64 years
Year 1 week 25,0.0,admissions,2016/2017,45-64 years
Year 1 week 25,0.0,admissions,2017/2018,45-64 years
Year 1 week 25,0.0,admissions,2018/2019,45-64 years
Year 1 week 25,1.0,admissions,2019/2020,45-64 years
Year 1 week 25,0.0,admissions,2020/2021,45-64 years
Year 1 week 25,0.0,admissions,2021/2022,45-64 years
Year 1 week 25,1.0,admissions,2022/2023,45-64 years
Year 1 week 25,0.0,admissions,2023/2024,45-64 years
Year 1 week 25,0.0,admissions,2024/2025,45-64 years
Year 1 week 26,0.0,admissions,2016/2017,45-64 years
