year,week,Age_group,Number_of_citizens,Number_of_confirmed_cases,Number_of_new_admissions,Confirmed_cases_per_100k_citizens,New_admissions_per_100k_citizens,country,country_code
2017,U52,75-84,1388468,41,35,3109,2636,Denmark,DNK
2017,U52,85+,487640,31,31,6351,6351,Denmark,DNK
2017,U52,Alle,23207924,294,190,1235,818,Denmark,DNK
2018,U01,00-01,497868,8,4,1653,616,Denmark,DNK
2018,U01,02-06,1203616,11,4,892,266,Denmark,DNK
2018,U01,07-14,2160692,14,2,541,80,Denmark,DNK
2018,U01,15-44,8746712,104,26,1163,280,Denmark,DNK
2018,U01,45-64,6121868,104,37,1691,625,Denmark,DNK
2018,U01,65-74,2603632,40,28,1623,1098,Denmark,DNK
2018,U01,75-84,1393672,59,52,4475,3795,Denmark,DNK
2018,U01,85+,487464,16,16,3516,3516,Denmark,DNK
2018,U01,Alle,23215524,356,169,1532,725,Denmark,DNK
2018,U02,00-01,497868,15,7,2419,1187,Denmark,DNK
2018,U02,02-06,1203616,22,2,1483,175,Denmark,DNK
2018,U02,07-14,2160692,12,0,567,0,Denmark,DNK
2018,U02,15-44,8746712,98,34,1021,360,Denmark,DNK
2018,U02,45-64,6121868,110,54,1856,952,Denmark,DNK
2018,U02,65-74,2603632,53,35,2028,1379,Denmark,DNK
2018,U02,75-84,1393672,55,43,4113,3336,Denmark,DNK
2018,U02,85+,487464,42,38,8657,7854,Denmark,DNK
2018,U02,Alle,23215524,407,213,1701,929,Denmark,DNK
2018,U03,00-01,497868,23,11,4205,1988,Denmark,DNK
2018,U03,02-06,1203616,41,5,2822,362,Denmark,DNK
2018,U03,07-14,2160692,58,10,2581,399,Denmark,DNK
2018,U03,15-44,8746712,249,68,2872,811,Denmark,DNK
2018,U03,45-64,6121868,262,97,4601,1684,Denmark,DNK
2018,U03,65-74,2603632,110,80,4561,3408,Denmark,DNK
2018,U03,75-84,1393672,102,81,7941,6294,Denmark,DNK
2018,U03,85+,487464,42,42,9892,9892,Denmark,DNK
2018,U03,Alle,23215524,887,394,3985,1820,Denmark,DNK
2018,U04,00-01,497868,48,18,8618,3257,Denmark,DNK
2018,U04,02-06,1203616,70,12,5396,842,Denmark,DNK
2018,U04,07-14,2160692,102,20,4574,959,Denmark,DNK
2018,U04,15-44,8746712,420,77,4943,821,Denmark,DNK
2018,U04,45-64,6121868,418,148,7225,2703,Denmark,DNK
2018,U04,65-74,2603632,219,134,9208,5808,Denmark,DNK
2018,U04,75-84,1393672,186,150,15349,12402,Denmark,DNK
2018,U04,85+,487464,85,81,18610,17869,Denmark,DNK
2018,U04,Alle,23215524,1548,640,6979,3000,Denmark,DNK
2018,U05,00-01,497868,68,19,13713,4232,Denmark,DNK
2018,U05,02-06,1203616,119,9,8788,716,Denmark,DNK
2018,U05,07-14,2160692,184,21,9033,939,Denmark,DNK
2018,U05,15-44,8746712,598,94,6868,1139,Denmark,DNK
2018,U05,45-64,6121868,662,232,11937,4401,Denmark,DNK
2018,U05,65-74,2603632,310,184,13652,8221,Denmark,DNK
2018,U05,75-84,1393672,273,209,22302,17455,Denmark,DNK
2018,U05,85+,487464,138,122,29341,25711,Denmark,DNK
2018,U05,Alle,23215524,2352,890,10819,4308,Denmark,DNK
2018,U06,00-01,497372,80,35,16683,7495,Denmark,DNK
2018,U06,02-06,1203776,173,26,13575,2314,Denmark,DNK
2018,U06,07-14,2165600,203,34,9530,1669,Denmark,DNK
2018,U06,15-44,8758344,727,159,8797,2046,Denmark,DNK
2018,U06,45-64,6131584,728,298,13243,5617,Denmark,DNK
2018,U06,65-74,2606144,444,269,19131,11816,Denmark,DNK
2018,U06,75-84,1399460,356,284,28880,23256,Denmark,DNK
2018,U06,85+,487360,183,155,38719,32531,Denmark,DNK
2018,U06,Alle,23249640,2894,1260,13415,6081,Denmark,DNK
2018,U07,00-01,497372,94,28,19623,6893,Denmark,DNK
2018,U07,02-06,1203776,163,36,15100,3398,Denmark,DNK
2018,U07,07-14,2165600,202,34,9970,1647,Denmark,DNK
2018,U07,15-44,8758344,807,162,9783,1975,Denmark,DNK
2018,U07,45-64,6131584,915,323,16305,5943,Denmark,DNK
2018,U07,65-74,2606144,616,390,27669,18083,Denmark,DNK
2018,U07,75-84,1399460,484,378,38635,30609,Denmark,DNK
2018,U07,85+,487360,270,240,63580,57011,Denmark,DNK
2018,U07,Alle,23249640,3551,1591,16885,7906,Denmark,DNK
2018,U08,00-01,497372,87,24,17622,4664,Denmark,DNK
2018,U08,02-06,1203776,192,32,16090,2855,Denmark,DNK
2018,U08,07-14,2165600,148,36,7101,1636,Denmark,DNK
2018,U08,15-44,8758344,754,163,9085,1962,Denmark,DNK
2018,U08,45-64,6131584,994,353,18296,6623,Denmark,DNK
2018,U08,65-74,2606144,640,395,28226,17952,Denmark,DNK
2018,U08,75-84,1399460,525,397,43981,34367,Denmark,DNK
2018,U08,85+,487360,295,267,68945,62377,Denmark,DNK
2018,U08,Alle,23249640,3635,1667,17478,8381,Denmark,DNK
2018,U09,00-01,497372,107,34,22128,7106,Denmark,DNK
2018,U09,02-06,1203776,149,35,12634,3334,Denmark,DNK
2018,U09,07-14,2165600,162,28,7561,1656,Denmark,DNK
2018,U09,15-44,8758344,680,141,8006,1749,Denmark,DNK
2018,U09,45-64,6131584,812,281,14802,5282,Denmark,DNK
2018,U09,65-74,2606144,588,332,26146,15404,Denmark,DNK
2018,U09,75-84,1399460,468,370,38681,31375,Denmark,DNK
2018,U09,85+,487360,317,290,76784,70822,Denmark,DNK
2018,U09,Alle,23249640,3283,1511,15738,7748,Denmark,DNK
2018,U10,00-01,499960,107,41,20824,7485,Denmark,DNK
2018,U10,02-06,1200924,169,28,14305,2514,Denmark,DNK
2018,U10,07-14,2162192,178,30,8216,1464,Denmark,DNK
2018,U10,15-44,8738316,783,158,9262,1964,Denmark,DNK
2018,U10,45-64,6128584,910,321,16283,5881,Denmark,DNK
2018,U10,65-74,2608028,607,384,26273,16829,Denmark,DNK
2018,U10,75-84,1403948,493,351,40395,29698,Denmark,DNK
2018,U10,85+,486368,286,246,64950,55782,Denmark,DNK
2018,U10,Alle,23228320,3533,1559,16574,7645,Denmark,DNK
2018,U11,00-01,499960,85,22,18634,5746,Denmark,DNK
2018,U11,02-06,1200924,144,36,13319,3644,Denmark,DNK
2018,U11,07-14,2162192,138,25,6647,1412,Denmark,DNK
2018,U11,15-44,8738316,542,133,6366,1644,Denmark,DNK
2018,U11,45-64,6128584,819,307,14559,5579,Denmark,DNK
2018,U11,65-74,2608028,466,287,20190,12558,Denmark,DNK
2018,U11,75-84,1403948,400,311,33380,26190,Denmark,DNK
2018,U11,85+,486368,243,217,56864,50578,Denmark,DNK
2018,U11,Alle,23228320,2837,1338,13503,6650,Denmark,DNK
2018,U12,00-01,499960,105,43,20828,8637,Denmark,DNK
2018,U12,02-06,1200924,137,40,11040,3156,Denmark,DNK
2018,U12,07-14,2162192,139,20,7127,905,Denmark,DNK
2018,U12,15-44,8738316,474,116,5392,1324,Denmark,DNK
2018,U12,45-64,6128584,584,240,10776,4558,Denmark,DNK
2018,U12,65-74,2608028,412,264,17723,11520,Denmark,DNK
2018,U12,75-84,1403948,389,295,32292,24614,Denmark,DNK
2018,U12,85+,486368,192,164,43875,37736,Denmark,DNK
2018,U12,Alle,23228320,2432,1182,11514,5772,Denmark,DNK
2018,U13,00-01,499960,55,30,11271,6958,Denmark,DNK
2018,U13,02-06,1200924,61,22,5415,1945,Denmark,DNK
2018,U13,07-14,2162192,56,10,2782,503,Denmark,DNK
2018,U13,15-44,8738316,250,96,3079,1330,Denmark,DNK
2018,U13,45-64,6128584,364,199,6779,3843,Denmark,DNK
2018,U13,65-74,2608028,357,262,15977,11765,Denmark,DNK
2018,U13,75-84,1403948,304,241,24427,19365,Denmark,DNK
2018,U13,85+,486368,165,150,37999,33610,Denmark,DNK
2018,U13,Alle,23228320,1612,1010,7860,5049,Denmark,DNK
2018,U14,00-01,499224,23,6,4739,1223,Denmark,DNK
2018,U14,02-06,1201612,18,8,1613,701,Denmark,DNK
2018,U14,07-14,2161616,23,5,974,196,Denmark,DNK
2018,U14,15-44,8749400,169,65,2070,874,Denmark,DNK
2018,U14,45-64,6130632,244,126,4485,2375,Denmark,DNK
2018,U14,65-74,2609476,240,139,10549,6363,Denmark,DNK
2018,U14,75-84,1409168,175,141,14278,11813,Denmark,DNK
2018,U14,85+,485480,102,96,24293,22964,Denmark,DNK
2018,U14,Alle,23246608,994,586,4830,2984,Denmark,DNK
2018,U15,00-01,499224,23,11,5637,2649,Denmark,DNK
2018,U15,02-06,1201612,17,4,1630,479,Denmark,DNK
2018,U15,07-14,2161616,14,2,678,80,Denmark,DNK
2018,U15,15-44,8749400,93,27,1016,297,Denmark,DNK
2018,U15,45-64,6130632,160,59,2813,1119,Denmark,DNK
2018,U15,65-74,2609476,115,71,5370,3404,Denmark,DNK
2018,U15,75-84,1409168,96,72,7909,5967,Denmark,DNK
2018,U15,85+,485480,62,42,14548,9871,Denmark,DNK
2018,U15,Alle,23246608,580,288,2812,1465,Denmark,DNK
2018,U16,00-01,499224,16,9,2961,1421,Denmark,DNK
2018,U16,02-06,1201612,24,4,2089,267,Denmark,DNK
2018,U16,07-14,2161616,8,1,301,19,Denmark,DNK
2018,U16,15-44,8749400,59,15,721,222,Denmark,DNK
2018,U16,45-64,6130632,76,50,1366,958,Denmark,DNK
2018,U16,65-74,2609476,65,41,2549,1560,Denmark,DNK
2018,U16,75-84,1409168,38,24,2833,1778,Denmark,DNK
2018,U16,85+,485480,22,22,4459,4459,Denmark,DNK
2018,U16,Alle,23246608,308,166,1365,747,Denmark,DNK
2018,U17,00-01,499224,6,2,1223,423,Denmark,DNK
2018,U17,02-06,1201612,14,4,1208,329,Denmark,DNK
2018,U17,07-14,2161616,6,0,239,0,Denmark,DNK
2018,U17,15-44,8749400,27,6,386,94,Denmark,DNK
2018,U17,45-64,6130632,25,10,406,165,Denmark,DNK
2018,U17,65-74,2609476,20,16,904,679,Denmark,DNK
2018,U17,75-84,1409168,12,12,995,995,Denmark,DNK
2018,U17,85+,485480,6,6,1117,1117,Denmark,DNK
2018,U17,Alle,23246608,116,56,543,262,Denmark,DNK
2018,U18,00-01,499224,2,0,423,0,Denmark,DNK
2018,U18,02-06,1201612,6,4,443,310,Denmark,DNK
2018,U18,07-14,2161616,0,0,0,0,Denmark,DNK
2018,U18,15-44,8749400,8,4,97,52,Denmark,DNK
2018,U18,45-64,6130632,7,2,92,29,Denmark,DNK
2018,U18,65-74,2609476,16,10,747,521,Denmark,DNK
2018,U18,75-84,1409168,6,6,414,414,Denmark,DNK
2018,U18,85+,485480,0,0,0,0,Denmark,DNK
2018,U18,Alle,23246608,45,26,203,129,Denmark,DNK
2018,U19,00-01,497616,4,2,614,307,Denmark,DNK
2018,U19,02-06,1201372,2,0,133,0,Denmark,DNK
2018,U19,07-14,2159572,2,0,80,0,Denmark,DNK
2018,U19,15-44,8745040,3,0,32,0,Denmark,DNK
2018,U19,45-64,6132396,2,2,37,37,Denmark,DNK
2018,U19,65-74,2612380,6,0,226,0,Denmark,DNK
2018,U19,75-84,1415788,2,2,131,131,Denmark,DNK
2018,U19,85+,485036,0,0,0,0,Denmark,DNK
2018,U19,Alle,23249200,21,6,81,24,Denmark,DNK
2018,U20,00-01,497616,4,0,614,0,Denmark,DNK
2018,U20,02-06,1201372,0,0,0,0,Denmark,DNK
2018,U20,07-14,2159572,0,0,0,0,Denmark,DNK
2018,U20,15-44,8745040,10,4,98,35,Denmark,DNK
2018,U20,45-64,6132396,4,2,57,29,Denmark,DNK
2018,U20,65-74,2612380,0,0,0,0,Denmark,DNK
2018,U20,75-84,1415788,0,0,0,0,Denmark,DNK
2018,U20,85+,485036,0,0,0,0,Denmark,DNK
2018,U20,Alle,23249200,18,6,68,21,Denmark,DNK
2018,U21,00-01,497616,0,0,0,0,Denmark,DNK
2018,U21,02-06,1201372,0,0,0,0,Denmark,DNK
2018,U21,07-14,2159572,0,0,0,0,Denmark,DNK
2018,U21,15-44,8745040,2,0,41,0,Denmark,DNK
2018,U21,45-64,6132396,0,0,0,0,Denmark,DNK
2018,U21,65-74,2612380,4,4,168,168,Denmark,DNK
2018,U21,75-84,1415788,0,0,0,0,Denmark,DNK
2018,U21,85+,485036,0,0,0,0,Denmark,DNK
2018,U21,Alle,23249200,6,4,33,20,Denmark,DNK
2018,U22,00-01,497616,0,0,0,0,Denmark,DNK
2018,U22,02-06,1201372,0,0,0,0,Denmark,DNK
2018,U22,07-14,2159572,0,0,0,0,Denmark,DNK
2018,U22,15-44,8745040,2,0,41,0,Denmark,DNK
2018,U22,45-64,6132396,2,2,48,48,Denmark,DNK
2018,U22,65-74,2612380,0,0,0,0,Denmark,DNK
2018,U22,75-84,1415788,0,0,0,0,Denmark,DNK
2018,U22,85+,485036,0,0,0,0,Denmark,DNK
2018,U22,Alle,23249200,4,2,27,14,Denmark,DNK
2018,U23,00-01,499916,0,0,0,0,Denmark,DNK
2018,U23,02-06,1201748,0,0,0,0,Denmark,DNK
2018,U23,07-14,2157236,0,0,0,0,Denmark,DNK
2018,U23,15-44,8744428,4,4,45,45,Denmark,DNK
2018,U23,45-64,6132944,0,0,0,0,Denmark,DNK
2018,U23,65-74,2611728,0,0,0,0,Denmark,DNK
2018,U23,75-84,1421672,0,0,0,0,Denmark,DNK
2018,U23,85+,484880,0,0,0,0,Denmark,DNK
2018,U23,Alle,23254552,4,4,16,16,Denmark,DNK
2018,U24,00-01,499916,0,0,0,0,Denmark,DNK
2018,U24,02-06,1201748,0,0,0,0,Denmark,DNK
2018,U24,07-14,2157236,0,0,0,0,Denmark,DNK
2018,U24,15-44,8744428,0,0,0,0,Denmark,DNK
2018,U24,45-64,6132944,0,0,0,0,Denmark,DNK
2018,U24,65-74,2611728,0,0,0,0,Denmark,DNK
2018,U24,75-84,1421672,0,0,0,0,Denmark,DNK
2018,U24,85+,484880,0,0,0,0,Denmark,DNK
2018,U24,Alle,23254552,0,0,0,0,Denmark,DNK
2018,U25,00-01,499916,0,0,0,0,Denmark,DNK
2018,U25,02-06,1201748,0,0,0,0,Denmark,DNK
2018,U25,07-14,2157236,0,0,0,0,Denmark,DNK
2018,U25,15-44,8744428,0,0,0,0,Denmark,DNK
2018,U25,45-64,6132944,2,2,37,37,Denmark,DNK
2018,U25,65-74,2611728,0,0,0,0,Denmark,DNK
2018,U25,75-84,1421672,0,0,0,0,Denmark,DNK
2018,U25,85+,484880,0,0,0,0,Denmark,DNK
2018,U25,Alle,23254552,2,2,10,10,Denmark,DNK
2018,U26,00-01,499916,0,0,0,0,Denmark,DNK
2018,U26,02-06,1201748,0,0,0,0,Denmark,DNK
2018,U26,07-14,2157236,0,0,0,0,Denmark,DNK
2018,U26,15-44,8744428,0,0,0,0,Denmark,DNK
2018,U26,45-64,6132944,0,0,0,0,Denmark,DNK
2018,U26,65-74,2611728,0,0,0,0,Denmark,DNK
2018,U26,75-84,1421672,0,0,0,0,Denmark,DNK
2018,U26,85+,484880,0,0,0,0,Denmark,DNK
2018,U26,Alle,23254552,0,0,0,0,Denmark,DNK
2018,U27,00-01,499440,0,0,0,0,Denmark,DNK
2018,U27,02-06,1202444,0,0,0,0,Denmark,DNK
2018,U27,07-14,2157156,0,0,0,0,Denmark,DNK
2018,U27,15-44,8736792,0,0,0,0,Denmark,DNK
2018,U27,45-64,6133004,0,0,0,0,Denmark,DNK
2018,U27,65-74,2611616,0,0,0,0,Denmark,DNK
2018,U27,75-84,1428716,0,0,0,0,Denmark,DNK
2018,U27,85+,485748,0,0,0,0,Denmark,DNK
2018,U27,Alle,23254916,0,0,0,0,Denmark,DNK
2018,U28,00-01,499440,0,0,0,0,Denmark,DNK
2018,U28,02-06,1202444,0,0,0,0,Denmark,DNK
2018,U28,07-14,2157156,0,0,0,0,Denmark,DNK
2018,U28,15-44,8736792,0,0,0,0,Denmark,DNK
2018,U28,45-64,6133004,2,2,29,29,Denmark,DNK
2018,U28,65-74,2611616,0,0,0,0,Denmark,DNK
2018,U28,75-84,1428716,0,0,0,0,Denmark,DNK
2018,U28,85+,485748,0,0,0,0,Denmark,DNK
2018,U28,Alle,23254916,2,2,7,7,Denmark,DNK
2018,U29,00-01,499440,0,0,0,0,Denmark,DNK
2018,U29,02-06,1202444,0,0,0,0,Denmark,DNK
2018,U29,07-14,2157156,0,0,0,0,Denmark,DNK
2018,U29,15-44,8736792,0,0,0,0,Denmark,DNK
2018,U29,45-64,6133004,4,4,72,72,Denmark,DNK
2018,U29,65-74,2611616,0,0,0,0,Denmark,DNK
2018,U29,75-84,1428716,0,0,0,0,Denmark,DNK
2018,U29,85+,485748,0,0,0,0,Denmark,DNK
2018,U29,Alle,23254916,4,4,20,20,Denmark,DNK
2018,U30,00-01,499440,0,0,0,0,Denmark,DNK
2018,U30,02-06,1202444,0,0,0,0,Denmark,DNK
2018,U30,07-14,2157156,0,0,0,0,Denmark,DNK
2018,U30,15-44,8736792,0,0,0,0,Denmark,DNK
2018,U30,45-64,6133004,2,2,29,29,Denmark,DNK
2018,U30,65-74,2611616,0,0,0,0,Denmark,DNK
2018,U30,75-84,1428716,0,0,0,0,Denmark,DNK
2018,U30,85+,485748,0,0,0,0,Denmark,DNK
2018,U30,Alle,23254916,2,2,7,7,Denmark,DNK
2018,U31,00-01,499440,0,0,0,0,Denmark,DNK
2018,U31,02-06,1202444,0,0,0,0,Denmark,DNK
2018,U31,07-14,2157156,0,0,0,0,Denmark,DNK
2018,U31,15-44,8736792,0,0,0,0,Denmark,DNK
2018,U31,45-64,6133004,2,2,29,29,Denmark,DNK
2018,U31,65-74,2611616,4,4,168,168,Denmark,DNK
2018,U31,75-84,1428716,0,0,0,0,Denmark,DNK
2018,U31,85+,485748,0,0,0,0,Denmark,DNK
2018,U31,Alle,23254916,6,6,26,26,Denmark,DNK
2018,U32,00-01,500144,0,0,0,0,Denmark,DNK
2018,U32,02-06,1202844,0,0,0,0,Denmark,DNK
2018,U32,07-14,2157640,0,0,0,0,Denmark,DNK
2018,U32,15-44,8734656,0,0,0,0,Denmark,DNK
2018,U32,45-64,6139872,0,0,0,0,Denmark,DNK
2018,U32,65-74,2614196,0,0,0,0,Denmark,DNK
2018,U32,75-84,1436240,0,0,0,0,Denmark,DNK
2018,U32,85+,486744,0,0,0,0,Denmark,DNK
2018,U32,Alle,23272336,0,0,0,0,Denmark,DNK
2018,U33,00-01,500144,0,0,0,0,Denmark,DNK
2018,U33,02-06,1202844,0,0,0,0,Denmark,DNK
2018,U33,07-14,2157640,0,0,0,0,Denmark,DNK
2018,U33,15-44,8734656,4,4,35,35,Denmark,DNK
2018,U33,45-64,6139872,0,0,0,0,Denmark,DNK
2018,U33,65-74,2614196,0,0,0,0,Denmark,DNK
2018,U33,75-84,1436240,0,0,0,0,Denmark,DNK
2018,U33,85+,486744,0,0,0,0,Denmark,DNK
2018,U33,Alle,23272336,4,4,14,14,Denmark,DNK
2018,U34,00-01,500144,0,0,0,0,Denmark,DNK
2018,U34,02-06,1202844,0,0,0,0,Denmark,DNK
2018,U34,07-14,2157640,0,0,0,0,Denmark,DNK
2018,U34,15-44,8734656,0,0,0,0,Denmark,DNK
2018,U34,45-64,6139872,0,0,0,0,Denmark,DNK
2018,U34,65-74,2614196,0,0,0,0,Denmark,DNK
2018,U34,75-84,1436240,0,0,0,0,Denmark,DNK
2018,U34,85+,486744,0,0,0,0,Denmark,DNK
2018,U34,Alle,23272336,0,0,0,0,Denmark,DNK
2018,U35,00-01,500144,0,0,0,0,Denmark,DNK
2018,U35,02-06,1202844,0,0,0,0,Denmark,DNK
2018,U35,07-14,2157640,0,0,0,0,Denmark,DNK
2018,U35,15-44,8734656,2,2,25,25,Denmark,DNK
2018,U35,45-64,6139872,0,0,0,0,Denmark,DNK
2018,U35,65-74,2614196,0,0,0,0,Denmark,DNK
2018,U35,75-84,1436240,0,0,0,0,Denmark,DNK
2018,U35,85+,486744,0,0,0,0,Denmark,DNK
2018,U35,Alle,23272336,2,2,10,10,Denmark,DNK
2018,U36,00-01,500552,0,0,0,0,Denmark,DNK
2018,U36,02-06,1204080,0,0,0,0,Denmark,DNK
2018,U36,07-14,2156504,0,0,0,0,Denmark,DNK
2018,U36,15-44,8729624,0,0,0,0,Denmark,DNK
2018,U36,45-64,6137812,2,0,29,0,Denmark,DNK
2018,U36,65-74,2611816,2,2,71,71,Denmark,DNK
2018,U36,75-84,1441824,0,0,0,0,Denmark,DNK
2018,U36,85+,487192,0,0,0,0,Denmark,DNK
2018,U36,Alle,23269404,4,2,14,7,Denmark,DNK
2018,U37,00-01,500552,0,0,0,0,Denmark,DNK
2018,U37,02-06,1204080,0,0,0,0,Denmark,DNK
2018,U37,07-14,2156504,0,0,0,0,Denmark,DNK
2018,U37,15-44,8729624,2,2,25,25,Denmark,DNK
2018,U37,45-64,6137812,2,0,29,0,Denmark,DNK
2018,U37,65-74,2611816,0,0,0,0,Denmark,DNK
2018,U37,75-84,1441824,0,0,0,0,Denmark,DNK
2018,U37,85+,487192,0,0,0,0,Denmark,DNK
2018,U37,Alle,23269404,4,2,17,10,Denmark,DNK
2018,U38,00-01,500552,0,0,0,0,Denmark,DNK
2018,U38,02-06,1204080,0,0,0,0,Denmark,DNK
2018,U38,07-14,2156504,0,0,0,0,Denmark,DNK
2018,U38,15-44,8729624,4,2,35,18,Denmark,DNK
2018,U38,45-64,6137812,4,2,65,29,Denmark,DNK
2018,U38,65-74,2611816,0,0,0,0,Denmark,DNK
2018,U38,75-84,1441824,0,0,0,0,Denmark,DNK
2018,U38,85+,487192,0,0,0,0,Denmark,DNK
2018,U38,Alle,23269404,8,4,31,14,Denmark,DNK
2018,U39,00-01,500552,0,0,0,0,Denmark,DNK
2018,U39,02-06,1204080,0,0,0,0,Denmark,DNK
2018,U39,07-14,2156504,0,0,0,0,Denmark,DNK
2018,U39,15-44,8729624,2,0,41,0,Denmark,DNK
2018,U39,45-64,6137812,0,0,0,0,Denmark,DNK
2018,U39,65-74,2611816,0,0,0,0,Denmark,DNK
2018,U39,75-84,1441824,0,0,0,0,Denmark,DNK
2018,U39,85+,487192,0,0,0,0,Denmark,DNK
2018,U39,Alle,23269404,2,0,14,0,Denmark,DNK
2018,U40,00-01,499052,0,0,0,0,Denmark,DNK
2018,U40,02-06,1205384,0,0,0,0,Denmark,DNK
2018,U40,07-14,2156576,0,0,0,0,Denmark,DNK
2018,U40,15-44,8738644,4,0,35,0,Denmark,DNK
2018,U40,45-64,6139660,0,0,0,0,Denmark,DNK
2018,U40,65-74,2610980,0,0,0,0,Denmark,DNK
2018,U40,75-84,1447612,0,0,0,0,Denmark,DNK
2018,U40,85+,487968,0,0,0,0,Denmark,DNK
2018,U40,Alle,23285876,4,0,14,0,Denmark,DNK
2018,U41,00-01,499052,0,0,0,0,Denmark,DNK
2018,U41,02-06,1205384,0,0,0,0,Denmark,DNK
2018,U41,07-14,2156576,0,0,0,0,Denmark,DNK
2018,U41,15-44,8738644,2,0,25,0,Denmark,DNK
2018,U41,45-64,6139660,8,2,121,36,Denmark,DNK
2018,U41,65-74,2610980,0,0,0,0,Denmark,DNK
2018,U41,75-84,1447612,2,2,156,156,Denmark,DNK
2018,U41,85+,487968,0,0,0,0,Denmark,DNK
2018,U41,Alle,23285876,12,4,49,18,Denmark,DNK
2018,U42,00-01,499052,0,0,0,0,Denmark,DNK
2018,U42,02-06,1205384,0,0,0,0,Denmark,DNK
2018,U42,07-14,2156576,0,0,0,0,Denmark,DNK
2018,U42,15-44,8738644,10,4,103,27,Denmark,DNK
2018,U42,45-64,6139660,2,0,29,0,Denmark,DNK
2018,U42,65-74,2610980,2,2,84,84,Denmark,DNK
2018,U42,75-84,1447612,0,0,0,0,Denmark,DNK
2018,U42,85+,487968,0,0,0,0,Denmark,DNK
2018,U42,Alle,23285876,14,6,55,20,Denmark,DNK
2018,U43,00-01,499052,2,0,492,0,Denmark,DNK
2018,U43,02-06,1205384,0,0,0,0,Denmark,DNK
2018,U43,07-14,2156576,2,0,80,0,Denmark,DNK
2018,U43,15-44,8738644,8,4,115,69,Denmark,DNK
2018,U43,45-64,6139660,3,0,36,0,Denmark,DNK
2018,U43,65-74,2610980,2,0,83,0,Denmark,DNK
2018,U43,75-84,1447612,0,0,0,0,Denmark,DNK
2018,U43,85+,487968,0,0,0,0,Denmark,DNK
2018,U43,Alle,23285876,17,4,78,25,Denmark,DNK
2018,U44,00-01,499052,0,0,0,0,Denmark,DNK
2018,U44,02-06,1205384,8,2,533,133,Denmark,DNK
2018,U44,07-14,2156576,0,0,0,0,Denmark,DNK
2018,U44,15-44,8738644,2,2,41,41,Denmark,DNK
2018,U44,45-64,6139660,6,6,135,135,Denmark,DNK
2018,U44,65-74,2610980,0,0,0,0,Denmark,DNK
2018,U44,75-84,1447612,0,0,0,0,Denmark,DNK
2018,U44,85+,487968,0,0,0,0,Denmark,DNK
2018,U44,Alle,23285876,16,10,78,57,Denmark,DNK
2018,U45,00-01,496488,6,2,1228,309,Denmark,DNK
2018,U45,02-06,1206784,4,0,199,0,Denmark,DNK
2018,U45,07-14,2153024,0,0,0,0,Denmark,DNK
2018,U45,15-44,8761552,15,5,157,50,Denmark,DNK
2018,U45,45-64,6143960,4,4,83,83,Denmark,DNK
2018,U45,65-74,2611188,0,0,0,0,Denmark,DNK
2018,U45,75-84,1454820,0,0,0,0,Denmark,DNK
2018,U45,85+,490016,0,0,0,0,Denmark,DNK
2018,U45,Alle,23317832,29,11,119,50,Denmark,DNK
2018,U46,00-01,496488,2,2,426,426,Denmark,DNK
2018,U46,02-06,1206784,2,2,378,378,Denmark,DNK
2018,U46,07-14,2153024,0,0,0,0,Denmark,DNK
2018,U46,15-44,8761552,12,2,145,28,Denmark,DNK
2018,U46,45-64,6143960,10,2,177,29,Denmark,DNK
2018,U46,65-74,2611188,0,0,0,0,Denmark,DNK
2018,U46,75-84,1454820,0,0,0,0,Denmark,DNK
2018,U46,85+,490016,0,0,0,0,Denmark,DNK
2018,U46,Alle,23317832,26,8,129,45,Denmark,DNK
2018,U47,00-01,496488,2,2,309,309,Denmark,DNK
2018,U47,02-06,1206784,1,1,33,33,Denmark,DNK
2018,U47,07-14,2153024,4,0,413,0,Denmark,DNK
2018,U47,15-44,8761552,13,5,140,60,Denmark,DNK
2018,U47,45-64,6143960,20,8,381,170,Denmark,DNK
2018,U47,65-74,2611188,4,0,155,0,Denmark,DNK
2018,U47,75-84,1454820,2,0,127,0,Denmark,DNK
2018,U47,85+,490016,2,0,370,0,Denmark,DNK
2018,U47,Alle,23317832,48,16,230,76,Denmark,DNK
2018,U48,00-01,496488,4,2,919,494,Denmark,DNK
2018,U48,02-06,1206784,14,2,1159,133,Denmark,DNK
2018,U48,07-14,2153024,4,2,185,106,Denmark,DNK
2018,U48,15-44,8761552,27,2,288,28,Denmark,DNK
2018,U48,45-64,6143960,28,10,437,165,Denmark,DNK
2018,U48,65-74,2611188,6,2,227,71,Denmark,DNK
2018,U48,75-84,1454820,6,6,409,409,Denmark,DNK
2018,U48,85+,490016,2,2,370,370,Denmark,DNK
2018,U48,Alle,23317832,91,28,376,118,Denmark,DNK
2018,U49,00-01,497324,12,4,2653,801,Denmark,DNK
2018,U49,02-06,1208660,18,0,1506,0,Denmark,DNK
2018,U49,07-14,2148792,16,2,759,98,Denmark,DNK
2018,U49,15-44,8768640,37,12,450,132,Denmark,DNK
2018,U49,45-64,6141784,47,13,770,215,Denmark,DNK
2018,U49,65-74,2608940,24,16,955,645,Denmark,DNK
2018,U49,75-84,1459980,12,12,972,972,Denmark,DNK
2018,U49,85+,489972,0,0,0,0,Denmark,DNK
2018,U49,Alle,23324092,166,59,739,268,Denmark,DNK
