week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2018 W25,2018/06/17 00:00:00+00,2018/06/23 00:00:00+00,2025/01/12 00:00:00+00,4,3111,4,0,0,0,0,2324,22,86,181,496,0.26,0,0,0,0,0.05,RSV,273
2019 W27,2019/06/30 00:00:00+00,2019/07/06 00:00:00+00,2025/01/12 00:00:00+00,7,19936,6,0,1,0,0,5732,1113,3323,3606,6152,0.46,0.1,0.14,0.05,0.21,0.19,Influenza,274
2020 W39,2020/09/20 00:00:00+00,2020/09/26 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,275
2020 W51,2020/12/13 00:00:00+00,2020/12/19 00:00:00+00,2025/01/12 00:00:00+00,3364,79487,465,546,1146,853,354,7564,13773,25862,20444,11816,50.87,108.26,95.73,76.83,52.21,77.17,COVID-19,276
2020 W39,2020/09/20 00:00:00+00,2020/09/26 00:00:00+00,2025/01/12 00:00:00+00,0,11218,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,277
2019 W27,2019/06/30 00:00:00+00,2019/07/06 00:00:00+00,2025/01/12 00:00:00+00,1,6784,1,0,0,0,0,5111,49,220,404,998,0.26,0,0,0.05,0,0.06,RSV,278
2018 W26,2018/06/24 00:00:00+00,2018/06/30 00:00:00+00,2025/01/12 00:00:00+00,1,11844,0,0,0,1,0,2581,630,1907,2214,4503,0,0,0.02,0.03,0.04,0.02,Influenza,279
2020 W51,2020/12/13 00:00:00+00,2020/12/19 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,280
2020 W40,2020/09/27 00:00:00+00,2020/10/03 00:00:00+00,2025/01/12 00:00:00+00,3030,37989,264,753,1021,743,249,1861,4781,13132,10668,7529,29.67,129.81,71.76,57.06,36.71,61.78,COVID-19,281
2019 W28,2019/07/07 00:00:00+00,2019/07/13 00:00:00+00,2025/01/12 00:00:00+00,12,19948,5,0,3,2,2,5737,1113,3326,3608,6154,0.53,0,0.09,0.05,0.09,0.16,Influenza,282
2018 W26,2018/06/24 00:00:00+00,2018/06/30 00:00:00+00,2025/01/12 00:00:00+00,1,3112,1,0,0,0,0,2325,22,86,181,496,0.2,0,0,0,0,0.04,RSV,283
2020 W51,2020/12/13 00:00:00+00,2020/12/19 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,284
2020 W40,2020/09/27 00:00:00+00,2020/10/03 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,285
2019 W28,2019/07/07 00:00:00+00,2019/07/13 00:00:00+00,2025/01/12 00:00:00+00,6,6790,5,0,0,1,0,5116,49,220,405,998,0.4,0,0,0.03,0,0.08,RSV,286
2018 W27,2018/07/01 00:00:00+00,2018/07/07 00:00:00+00,2025/01/12 00:00:00+00,2,11846,0,0,1,0,1,2581,630,1908,2214,4504,0,0,0.02,0.03,0.09,0.03,Influenza,287
2020 W52,2020/12/20 00:00:00+00,2020/12/26 00:00:00+00,2025/01/12 00:00:00+00,6596,86083,756,1255,2297,1631,657,8320,15028,28159,22075,12473,82.26,268.88,209.97,167.52,108.07,166.22,COVID-19,288
2020 W40,2020/09/27 00:00:00+00,2020/10/03 00:00:00+00,2025/01/12 00:00:00+00,0,11218,0,0,0,0,0,8454,119,379,679,1581,0,0,0,0,0,0,RSV,289
2019 W29,2019/07/14 00:00:00+00,2019/07/20 00:00:00+00,2025/01/12 00:00:00+00,5,19953,5,0,0,0,0,5742,1113,3326,3608,6154,0.49,0.05,0.12,0.13,0.09,0.18,Influenza,290
2018 W27,2018/07/01 00:00:00+00,2018/07/07 00:00:00+00,2025/01/12 00:00:00+00,1,3113,1,0,0,0,0,2326,22,86,181,496,0.16,0,0,0,0,0.03,RSV,291
2020 W52,2020/12/20 00:00:00+00,2020/12/26 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,292
2020 W41,2020/10/04 00:00:00+00,2020/10/10 00:00:00+00,2025/01/12 00:00:00+00,4456,42445,427,1233,1355,1024,416,2288,6014,14487,11692,7945,49.26,208.03,109.79,88.84,53.11,96.4,COVID-19,293
2019 W29,2019/07/14 00:00:00+00,2019/07/20 00:00:00+00,2025/01/12 00:00:00+00,6,6796,6,0,0,0,0,5122,49,220,405,998,0.43,0,0,0.05,0.3,0.14,RSV,294
2018 W28,2018/07/08 00:00:00+00,2018/07/14 00:00:00+00,2025/01/12 00:00:00+00,1,11847,0,0,0,0,1,2581,630,1908,2214,4505,0,0,0.02,0,0.13,0.03,Influenza,295
2020 W52,2020/12/20 00:00:00+00,2020/12/26 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,296
2020 W41,2020/10/04 00:00:00+00,2020/10/10 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,297
2019 W30,2019/07/21 00:00:00+00,2019/07/27 00:00:00+00,2025/01/12 00:00:00+00,11,19964,5,1,2,3,0,5747,1114,3328,3611,6154,0.4,0.21,0.05,0.08,0.04,0.14,Influenza,298
2018 W28,2018/07/08 00:00:00+00,2018/07/14 00:00:00+00,2025/01/12 00:00:00+00,3,3116,3,0,0,0,0,2329,22,86,181,496,0.16,0,0,0,0,0.03,RSV,299
2020 W53,2020/12/27 00:00:00+00,2021/01/02 00:00:00+00,2025/01/12 00:00:00+00,15716,101799,1277,3400,5517,4016,1506,9597,18428,33676,26091,13979,171.13,689.96,568.98,473.14,289.32,439.69,COVID-19,300
2020 W41,2020/10/04 00:00:00+00,2020/10/10 00:00:00+00,2025/01/12 00:00:00+00,0,11218,0,0,0,0,0,8454,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,301
2019 W30,2019/07/21 00:00:00+00,2019/07/27 00:00:00+00,2025/01/12 00:00:00+00,10,6806,2,0,0,1,7,5124,49,220,406,1005,0.36,0,0,0.03,0.34,0.13,RSV,302
2018 W29,2018/07/15 00:00:00+00,2018/07/21 00:00:00+00,2025/01/12 00:00:00+00,1,11848,0,0,0,0,1,2581,630,1908,2214,4506,0,0,0.02,0,0.13,0.03,Influenza,303
2020 W53,2020/12/27 00:00:00+00,2021/01/02 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,304
2020 W42,2020/10/11 00:00:00+00,2020/10/17 00:00:00+00,2025/01/12 00:00:00+00,7406,49851,805,2038,2309,1680,572,3093,8052,16796,13372,8517,73.66,256.53,132.68,113.61,71.15,122.55,COVID-19,305
2019 W31,2019/07/28 00:00:00+00,2019/08/03 00:00:00+00,2025/01/12 00:00:00+00,6,19970,2,3,0,0,1,5749,1117,3328,3611,6155,0.26,0.26,0.07,0.13,0.04,0.14,Influenza,306
2018 W29,2018/07/15 00:00:00+00,2018/07/21 00:00:00+00,2025/01/12 00:00:00+00,1,3117,1,0,0,0,0,2330,22,86,181,496,0.13,0,0,0,0,0.03,RSV,307
2020 W53,2020/12/27 00:00:00+00,2021/01/02 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,308
2020 W42,2020/10/11 00:00:00+00,2020/10/17 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,309
2018 W30,2018/07/22 00:00:00+00,2018/07/28 00:00:00+00,2025/01/12 00:00:00+00,2,11850,0,0,1,0,1,2581,630,1909,2214,4507,0,0,0.02,0,0.09,0.02,Influenza,310
2019 W31,2019/07/28 00:00:00+00,2019/08/03 00:00:00+00,2025/01/12 00:00:00+00,4,6810,3,0,0,0,1,5127,49,220,406,1006,0.16,0,0,0.03,0.34,0.09,RSV,311
2021 W01,2021/01/03 00:00:00+00,2021/01/09 00:00:00+00,2025/01/12 00:00:00+00,45608,147407,3164,8691,16466,12711,4575,12761,27119,50142,38802,18554,200.54,821.53,713.43,621.1,425.26,559.52,COVID-19,312
2019 W32,2019/08/04 00:00:00+00,2019/08/10 00:00:00+00,2025/01/12 00:00:00+00,5,19975,1,1,1,2,0,5750,1118,3329,3613,6155,0.1,0.41,0.02,0.08,0.04,0.1,Influenza,313
2018 W30,2018/07/22 00:00:00+00,2018/07/28 00:00:00+00,2025/01/12 00:00:00+00,0,3117,0,0,0,0,0,2330,22,86,181,496,0.03,0,0,0,0,0.01,RSV,314
2021 W01,2021/01/03 00:00:00+00,2021/01/09 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,315
2019 W32,2019/08/04 00:00:00+00,2019/08/10 00:00:00+00,2025/01/12 00:00:00+00,0,6810,0,0,0,0,0,5127,49,220,406,1006,0.1,0,0,0,0.04,0.03,RSV,316
2018 W31,2018/07/29 00:00:00+00,2018/08/04 00:00:00+00,2025/01/12 00:00:00+00,0,11850,0,0,0,0,0,2581,630,1909,2214,4507,0,0,0.02,0,0.09,0.02,Influenza,317
2021 W01,2021/01/03 00:00:00+00,2021/01/09 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0,0,0,RSV,318
2019 W33,2019/08/11 00:00:00+00,2019/08/17 00:00:00+00,2025/01/12 00:00:00+00,5,19980,0,4,0,1,0,5750,1122,3329,3614,6155,0.03,0.36,0.05,0.13,0.13,0.12,Influenza,319
2018 W31,2018/07/29 00:00:00+00,2018/08/04 00:00:00+00,2025/01/12 00:00:00+00,0,3117,0,0,0,0,0,2330,22,86,181,496,0.13,0,0,0,0,0.03,RSV,320
2021 W02,2021/01/10 00:00:00+00,2021/01/16 00:00:00+00,2025/01/12 00:00:00+00,25107,172514,1649,3800,8461,7372,3823,14410,30919,58603,46174,22377,191.35,753.08,706.19,625.9,460.17,553.62,COVID-19,321
2019 W33,2019/08/11 00:00:00+00,2019/08/17 00:00:00+00,2025/01/12 00:00:00+00,0,6810,0,0,0,0,0,5127,49,220,406,1006,0.26,0,0,0,0,0.05,RSV,322
2018 W32,2018/08/05 00:00:00+00,2018/08/11 00:00:00+00,2025/01/12 00:00:00+00,1,11851,0,0,0,0,1,2581,630,1909,2214,4508,0.03,0,0,0.03,0.04,0.02,Influenza,323
2021 W02,2021/01/10 00:00:00+00,2021/01/16 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,324
2019 W34,2019/08/18 00:00:00+00,2019/08/24 00:00:00+00,2025/01/12 00:00:00+00,8,19988,0,2,1,2,3,5750,1124,3330,3616,6158,0,0.36,0.02,0.08,0.21,0.1,Influenza,325
2018 W32,2018/08/05 00:00:00+00,2018/08/11 00:00:00+00,2025/01/12 00:00:00+00,4,3121,4,0,0,0,0,2334,22,86,181,496,0.23,0,0.02,0,0,0.05,RSV,326
2021 W02,2021/01/10 00:00:00+00,2021/01/16 00:00:00+00,2025/01/12 00:00:00+00,0,11219,0,0,0,0,0,8455,119,379,679,1581,0,0,0,0.03,0,0.01,RSV,327
2019 W34,2019/08/18 00:00:00+00,2019/08/24 00:00:00+00,2025/01/12 00:00:00+00,8,6818,8,0,0,0,0,5135,49,220,406,1006,0.46,0,0,0,0,0.09,RSV,328
2018 W33,2018/08/12 00:00:00+00,2018/08/18 00:00:00+00,2025/01/12 00:00:00+00,2,11853,1,0,0,1,0,2582,630,1909,2215,4508,0.1,0,0.05,0.05,0.04,0.05,Influenza,329
2021 W03,2021/01/17 00:00:00+00,2021/01/23 00:00:00+00,2025/01/12 00:00:00+00,14805,187319,998,2076,5208,4202,2319,15408,32995,63811,50376,24696,112.16,369.38,389.41,358.76,332.04,316.07,COVID-19,330
2019 W35,2019/08/25 00:00:00+00,2019/08/31 00:00:00+00,2025/01/12 00:00:00+00,3,19991,0,1,0,0,2,5750,1125,3330,3616,6160,0,0.16,0.02,0.05,0.34,0.09,Influenza,331
2018 W33,2018/08/12 00:00:00+00,2018/08/18 00:00:00+00,2025/01/12 00:00:00+00,4,3125,3,0,1,0,0,2337,22,87,181,496,0.3,0,0.02,0,0,0.06,RSV,332
2021 W03,2021/01/17 00:00:00+00,2021/01/23 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,333
2019 W35,2019/08/25 00:00:00+00,2019/08/31 00:00:00+00,2025/01/12 00:00:00+00,6,6824,6,0,0,0,0,5141,49,220,406,1006,0.72,0,0.02,0,0,0.15,RSV,334
2018 W34,2018/08/19 00:00:00+00,2018/08/25 00:00:00+00,2025/01/12 00:00:00+00,5,11858,2,0,2,1,0,2584,630,1911,2216,4508,0.13,0,0.05,0.13,0.04,0.08,Influenza,335
2021 W03,2021/01/17 00:00:00+00,2021/01/23 00:00:00+00,2025/01/12 00:00:00+00,1,11220,0,0,0,1,0,8455,119,379,680,1581,0,0,0,0.03,0,0.01,RSV,336
2018 W34,2018/08/19 00:00:00+00,2018/08/25 00:00:00+00,2025/01/12 00:00:00+00,2,3127,2,0,0,0,0,2339,22,87,181,496,0.23,0,0.02,0,0,0.05,RSV,337
2021 W04,2021/01/24 00:00:00+00,2021/01/30 00:00:00+00,2025/01/12 00:00:00+00,8913,196232,759,1269,2948,2346,1591,16167,34264,66759,52722,26287,82.06,231.5,245.94,216.16,214.69,199.74,COVID-19,338
2021 W04,2021/01/24 00:00:00+00,2021/01/30 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,339
2018 W35,2018/08/26 00:00:00+00,2018/09/01 00:00:00+00,2025/01/12 00:00:00+00,5,11863,1,0,0,3,1,2585,630,1911,2219,4509,0.1,0,0.05,0.1,0.04,0.06,Influenza,340
2021 W04,2021/01/24 00:00:00+00,2021/01/30 00:00:00+00,2025/01/12 00:00:00+00,0,11220,0,0,0,0,0,8455,119,379,680,1581,0,0,0,0.03,0,0.01,RSV,341
2021 W05,2021/01/31 00:00:00+00,2021/02/06 00:00:00+00,2025/01/12 00:00:00+00,7137,203369,735,1133,2339,1839,1090,16902,35397,69098,54561,27377,80.64,181.25,169.1,142.86,144.1,142.88,COVID-19,342
2018 W35,2018/08/26 00:00:00+00,2018/09/01 00:00:00+00,2025/01/12 00:00:00+00,2,3129,2,0,0,0,0,2341,22,87,181,496,0.2,0,0,0,0,0.04,RSV,343
2021 W05,2021/01/31 00:00:00+00,2021/02/06 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,344
2018 W36,2018/09/02 00:00:00+00,2018/09/08 00:00:00+00,2025/01/12 00:00:00+00,0,11863,0,0,0,0,0,2585,630,1911,2219,4509,0.03,0,0,0.1,0.04,0.04,Influenza,345
2018 W36,2018/09/02 00:00:00+00,2018/09/08 00:00:00+00,2025/01/12 00:00:00+00,2,3131,2,0,0,0,0,2343,22,87,181,496,0.23,0,0,0,0,0.05,RSV,346
2018 W37,2018/09/09 00:00:00+00,2018/09/15 00:00:00+00,2025/01/12 00:00:00+00,1,11864,0,0,0,1,0,2585,630,1911,2220,4509,0,0,0.02,0.03,0,0.01,Influenza,347
2018 W37,2018/09/09 00:00:00+00,2018/09/15 00:00:00+00,2025/01/12 00:00:00+00,3,3134,3,0,0,0,0,2346,22,87,181,496,0.33,0,0,0,0,0.06,RSV,348
2021 W05,2021/01/31 00:00:00+00,2021/02/06 00:00:00+00,2025/01/12 00:00:00+00,0,11220,0,0,0,0,0,8455,119,379,680,1581,0,0,0,0,0,0,RSV,349
2021 W06,2021/02/07 00:00:00+00,2021/02/13 00:00:00+00,2025/01/12 00:00:00+00,6022,209391,955,1104,1929,1358,675,17857,36501,71027,55919,28052,83.41,178.36,140.63,111.62,101.59,120.95,COVID-19,350
2020 W09,2020/02/23 00:00:00+00,2020/02/29 00:00:00+00,2025/01/12 00:00:00+00,304,29525,120,37,69,31,46,9080,1876,4674,4809,9070,13.43,5.53,3.89,2.11,5.62,5.79,Influenza,351
2020 W09,2020/02/23 00:00:00+00,2020/02/29 00:00:00+00,2025/01/12 00:00:00+00,32,11035,19,2,3,1,6,8354,111,369,656,1540,3.52,0.31,0.23,0.34,0.73,1,RSV,352
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2025/01/12 00:00:00+00,16,16,3,0,8,5,0,3,0,8,5,0,,,,,,,COVID-19,353
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2025/01/12 00:00:00+00,297,29822,160,36,50,26,25,9240,1912,4724,4835,9095,13.17,4.65,3.84,2.06,5.62,5.61,Influenza,354
2020 W10,2020/03/01 00:00:00+00,2020/03/07 00:00:00+00,2025/01/12 00:00:00+00,47,11082,34,3,2,4,4,8388,114,371,660,1544,2.67,0.36,0.23,0.26,0.73,0.82,RSV,355
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2025/01/12 00:00:00+00,127,143,1,16,36,52,22,4,16,44,57,22,0.66,3.41,7.69,6.98,5.93,5.33,COVID-19,356
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2025/01/12 00:00:00+00,265,30087,120,17,45,23,60,9360,1929,4769,4858,9155,12.48,3.72,3.12,1.88,5.5,5.08,Influenza,357
2020 W11,2020/03/08 00:00:00+00,2020/03/14 00:00:00+00,2025/01/12 00:00:00+00,47,11129,28,2,5,5,7,8416,116,376,665,1551,2.34,0.26,0.21,0.28,1.12,0.79,RSV,358
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2025/01/12 00:00:00+00,680,823,16,50,284,214,116,20,66,328,271,138,1.28,8.69,21.11,20.98,21.64,15.73,COVID-19,359
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2025/01/12 00:00:00+00,223,30310,99,19,38,24,43,9459,1948,4807,4882,9198,17.09,5.43,5.06,3.27,11.04,7.93,Influenza,360
2020 W12,2020/03/15 00:00:00+00,2020/03/21 00:00:00+00,2025/01/12 00:00:00+00,28,11157,9,0,2,2,15,8425,116,378,667,1566,1.78,0.21,0.19,0.39,1.25,0.71,RSV,361
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2025/01/12 00:00:00+00,1623,2446,22,102,581,548,366,42,168,909,819,504,1.81,13.7,38.81,39.48,51.14,30.46,COVID-19,362
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2025/01/12 00:00:00+00,737,31047,300,69,133,80,154,9759,2017,4940,4962,9352,13.2,4.76,4.17,2.73,8.54,6.33,Influenza,363
2020 W13,2020/03/22 00:00:00+00,2020/03/28 00:00:00+00,2025/01/12 00:00:00+00,35,11192,17,2,1,8,7,8442,118,379,675,1573,0.92,0.1,0.07,0.26,0.94,0.42,RSV,364
2020 W14,2020/03/29 00:00:00+00,2020/04/04 00:00:00+00,2025/01/12 00:00:00+00,2403,4849,17,113,791,770,709,59,281,1700,1589,1213,3.1,26.83,71.17,75.18,84.2,55.26,COVID-19,365
2020 W14,2020/03/29 00:00:00+00,2020/04/04 00:00:00+00,2025/01/12 00:00:00+00,18,31065,2,4,7,2,2,9761,2021,4947,4964,9354,10.7,3.93,3.54,2.16,6.87,5.17,Influenza,366
2020 W14,2020/03/29 00:00:00+00,2020/04/04 00:00:00+00,2025/01/12 00:00:00+00,2,11194,2,0,0,0,0,8444,118,379,675,1573,0.79,0.16,0.02,0.28,0.52,0.33,RSV,367
2020 W15,2020/04/05 00:00:00+00,2020/04/11 00:00:00+00,2025/01/12 00:00:00+00,4510,9359,55,304,1665,1599,886,114,585,3365,3188,2099,6.52,42.44,101.4,109.3,125.29,80.99,COVID-19,368
2020 W15,2020/04/05 00:00:00+00,2020/04/11 00:00:00+00,2025/01/12 00:00:00+00,43,31108,23,3,11,2,4,9784,2024,4958,4966,9358,0.89,0.41,0.54,0.13,0.3,0.46,Influenza,369
2020 W15,2020/04/05 00:00:00+00,2020/04/11 00:00:00+00,2025/01/12 00:00:00+00,14,11208,5,1,0,3,5,8449,119,379,678,1578,0.26,0.05,0,0.08,0.21,0.11,RSV,370
2020 W16,2020/04/12 00:00:00+00,2020/04/18 00:00:00+00,2025/01/12 00:00:00+00,5598,14957,126,404,1871,1872,1323,240,989,5236,5060,3422,7.31,48.8,106.6,113.48,161.1,89.81,COVID-19,371
2020 W16,2020/04/12 00:00:00+00,2020/04/18 00:00:00+00,2025/01/12 00:00:00+00,10,31118,2,1,5,1,1,9786,2025,4963,4967,9359,0.86,0.21,0.37,0.1,0.26,0.36,Influenza,372
2020 W16,2020/04/12 00:00:00+00,2020/04/18 00:00:00+00,2025/01/12 00:00:00+00,1,11209,1,0,0,0,0,8450,119,379,678,1578,0.2,0.05,0,0.08,0.21,0.1,RSV,373
2020 W17,2020/04/19 00:00:00+00,2020/04/25 00:00:00+00,2025/01/12 00:00:00+00,3766,18723,41,236,1013,932,1543,281,1225,6249,5992,4965,7.18,45.08,87.22,89.72,154.58,77.02,COVID-19,374
2020 W17,2020/04/19 00:00:00+00,2020/04/25 00:00:00+00,2025/01/12 00:00:00+00,3,31121,1,0,0,1,1,9787,2025,4963,4968,9360,0.16,0.1,0.14,0.08,0.09,0.12,Influenza,375
2020 W17,2020/04/19 00:00:00+00,2020/04/25 00:00:00+00,2025/01/12 00:00:00+00,0,11209,0,0,0,0,0,8450,119,379,678,1578,0.1,0,0,0,0,0.02,RSV,376
2020 W18,2020/04/26 00:00:00+00,2020/05/02 00:00:00+00,2025/01/12 00:00:00+00,2533,21256,51,232,838,677,734,332,1457,7087,6669,5699,4.51,31.38,57.04,52.27,110.14,50.33,COVID-19,377
2020 W18,2020/04/26 00:00:00+00,2020/05/02 00:00:00+00,2025/01/12 00:00:00+00,5,31126,2,1,1,1,0,9789,2026,4964,4969,9360,0.1,0.1,0.02,0.05,0.04,0.06,Influenza,378
2020 W18,2020/04/26 00:00:00+00,2020/05/02 00:00:00+00,2025/01/12 00:00:00+00,2,11211,2,0,0,0,0,8452,119,379,678,1578,0.07,0,0,0,0,0.01,RSV,379
2020 W19,2020/05/03 00:00:00+00,2020/05/09 00:00:00+00,2025/01/12 00:00:00+00,1476,22732,45,139,583,419,288,377,1596,7670,7088,5987,3.92,25.33,46.28,36.31,51.01,33.56,COVID-19,380
2020 W19,2020/05/03 00:00:00+00,2020/05/09 00:00:00+00,2025/01/12 00:00:00+00,1,31127,0,1,0,0,0,9789,2027,4964,4969,9360,0.07,0.16,0.07,0.03,0,0.06,Influenza,381
2020 W19,2020/05/03 00:00:00+00,2020/05/09 00:00:00+00,2025/01/12 00:00:00+00,0,11211,0,0,0,0,0,8452,119,379,678,1578,0.07,0,0,0.03,0.04,0.03,RSV,382
2020 W20,2020/05/10 00:00:00+00,2020/05/16 00:00:00+00,2025/01/12 00:00:00+00,1175,23907,23,119,554,313,166,400,1715,8224,7401,6153,3.42,17.27,31.68,22.47,23.96,20.86,COVID-19,383
2020 W20,2020/05/10 00:00:00+00,2020/05/16 00:00:00+00,2025/01/12 00:00:00+00,3,31130,0,1,2,0,0,9789,2028,4966,4969,9360,0,0.16,0.05,0.03,0,0.04,Influenza,384
2020 W20,2020/05/10 00:00:00+00,2020/05/16 00:00:00+00,2025/01/12 00:00:00+00,2,11213,0,0,0,1,1,8452,119,379,679,1579,0,0,0,0.03,0.04,0.01,RSV,385
2020 W21,2020/05/17 00:00:00+00,2020/05/23 00:00:00+00,2025/01/12 00:00:00+00,571,24478,36,76,215,140,104,436,1791,8439,7541,6257,2.77,11.79,21.16,14.87,15.67,13.96,COVID-19,386
2020 W21,2020/05/17 00:00:00+00,2020/05/23 00:00:00+00,2025/01/12 00:00:00+00,2,31132,0,1,0,1,0,9789,2029,4966,4970,9360,0.03,0.1,0.05,0.03,0,0.04,Influenza,387
2020 W21,2020/05/17 00:00:00+00,2020/05/23 00:00:00+00,2025/01/12 00:00:00+00,0,11213,0,0,0,0,0,8452,119,379,679,1579,0,0,0,0.03,0.09,0.02,RSV,388
2020 W22,2020/05/24 00:00:00+00,2020/05/30 00:00:00+00,2025/01/12 00:00:00+00,411,24889,25,33,134,124,95,461,1824,8573,7665,6352,2.63,7.34,9.7,8.66,10.39,7.86,COVID-19,389
2020 W22,2020/05/24 00:00:00+00,2020/05/30 00:00:00+00,2025/01/12 00:00:00+00,1,31133,1,0,0,0,0,9790,2029,4966,4970,9360,0.03,0.05,0,0.03,0,0.02,Influenza,390
2020 W22,2020/05/24 00:00:00+00,2020/05/30 00:00:00+00,2025/01/12 00:00:00+00,1,11214,0,0,0,0,1,8452,119,379,679,1580,0,0,0,0,0.04,0.01,RSV,391
2020 W23,2020/05/31 00:00:00+00,2020/06/06 00:00:00+00,2025/01/12 00:00:00+00,232,25121,19,33,65,72,43,480,1857,8638,7737,6395,1.75,4.19,5.51,5.7,7,4.87,COVID-19,392
2020 W23,2020/05/31 00:00:00+00,2020/06/06 00:00:00+00,2025/01/12 00:00:00+00,0,31133,0,0,0,0,0,9790,2029,4966,4970,9360,0.03,0,0,0,0,0.01,Influenza,393
2020 W23,2020/05/31 00:00:00+00,2020/06/06 00:00:00+00,2025/01/12 00:00:00+00,0,11214,0,0,0,0,0,8452,119,379,679,1580,0,0,0,0,0.04,0.01,RSV,394
2020 W24,2020/06/07 00:00:00+00,2020/06/13 00:00:00+00,2025/01/12 00:00:00+00,110,25231,9,15,36,25,25,489,1872,8674,7762,6420,1.15,3,3.14,3.14,3.78,2.83,COVID-19,395
2020 W24,2020/06/07 00:00:00+00,2020/06/13 00:00:00+00,2025/01/12 00:00:00+00,0,31133,0,0,0,0,0,9790,2029,4966,4970,9360,0,0,0,0,0,0,Influenza,396
2020 W24,2020/06/07 00:00:00+00,2020/06/13 00:00:00+00,2025/01/12 00:00:00+00,0,11214,0,0,0,0,0,8452,119,379,679,1580,0,0,0,0,0,0,RSV,397
2020 W25,2020/06/14 00:00:00+00,2020/06/20 00:00:00+00,2025/01/12 00:00:00+00,95,25326,7,10,33,25,20,496,1882,8707,7787,6440,0.59,1.71,2.25,1.65,2.36,1.72,COVID-19,398
2020 W25,2020/06/14 00:00:00+00,2020/06/20 00:00:00+00,2025/01/12 00:00:00+00,0,31133,0,0,0,0,0,9790,2029,4966,4970,9360,0.23,0,0.07,0.05,0,0.08,Influenza,399
2020 W25,2020/06/14 00:00:00+00,2020/06/20 00:00:00+00,2025/01/12 00:00:00+00,0,11214,0,0,0,0,0,8452,119,379,679,1580,0,0,0,0,0.04,0.01,RSV,400
2021 W06,2021/02/07 00:00:00+00,2021/02/13 00:00:00+00,2025/01/12 00:00:00+00,0,31149,0,0,0,0,0,9799,2030,4969,4973,9360,0,0,0,0,0,0,Influenza,401
