week,floor,ceiling,extract_date,weekly_cases,total_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,Total_0_14,Total_15_24,Total_25_44,Total_45_64,Total_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total,disease,ObjectId
2019 W38,2019/09/15 00:00:00+00,2019/09/21 00:00:00+00,2025/01/12 00:00:00+00,5,20006,2,0,1,0,2,5754,1126,3331,3617,6168,0.13,0.05,0.07,0.05,0.26,0.1,Influenza,17
2017 W42,2017/10/15 00:00:00+00,2017/10/21 00:00:00+00,2025/01/12 00:00:00+00,8,24,0,0,5,2,1,3,1,8,7,4,0.13,0.05,0.26,0.23,0.26,0.21,Influenza,18
2018 W40,2018/09/30 00:00:00+00,2018/10/06 00:00:00+00,2025/01/12 00:00:00+00,1,11866,1,0,0,0,0,2586,630,1912,2220,4509,0.03,0,0,0,0.09,0.02,Influenza,19
2020 W27,2020/06/28 00:00:00+00,2020/07/04 00:00:00+00,2025/01/12 00:00:00+00,0,31145,0,0,0,0,0,9797,2029,4969,4972,9360,0.23,0,0.07,0.05,0,0.08,Influenza,20
2019 W38,2019/09/15 00:00:00+00,2019/09/21 00:00:00+00,2025/01/12 00:00:00+00,11,6857,11,0,0,0,0,5173,49,221,406,1006,1.25,0,0,0,0,0.25,RSV,21
2017 W42,2017/10/15 00:00:00+00,2017/10/21 00:00:00+00,2025/01/12 00:00:00+00,22,46,21,0,0,0,1,45,0,0,0,1,2.63,0,0,0.03,0.13,0.54,RSV,22
2020 W27,2020/06/28 00:00:00+00,2020/07/04 00:00:00+00,2025/01/12 00:00:00+00,1,11216,1,0,0,0,0,8453,119,379,679,1581,0.03,0,0,0,0.04,0.01,RSV,23
2018 W40,2018/09/30 00:00:00+00,2018/10/06 00:00:00+00,2025/01/12 00:00:00+00,6,3147,6,0,0,0,0,2359,22,87,181,496,0.86,0,0,0,0.09,0.18,RSV,24
2019 W39,2019/09/22 00:00:00+00,2019/09/28 00:00:00+00,2025/01/12 00:00:00+00,4,20010,0,0,2,1,1,5754,1126,3333,3618,6169,0.1,0.05,0.07,0.08,0.17,0.09,Influenza,25
2017 W43,2017/10/22 00:00:00+00,2017/10/28 00:00:00+00,2025/01/12 00:00:00+00,13,37,2,1,4,4,2,5,2,12,11,6,0.07,0.1,0.21,0.21,0.13,0.16,Influenza,26
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2025/01/12 00:00:00+00,126,25606,11,38,53,16,8,517,1938,8826,7840,6471,0.79,3.52,3.52,1.86,1.85,2.32,COVID-19,27
2018 W41,2018/10/07 00:00:00+00,2018/10/13 00:00:00+00,2025/01/12 00:00:00+00,2,11868,0,0,0,0,2,2586,630,1912,2220,4511,0.03,0,0.09,0,0.17,0.06,Influenza,28
2019 W39,2019/09/22 00:00:00+00,2019/09/28 00:00:00+00,2025/01/12 00:00:00+00,14,6871,14,0,0,0,0,5187,49,221,406,1006,1.48,0,0,0,0,0.29,RSV,29
2017 W43,2017/10/22 00:00:00+00,2017/10/28 00:00:00+00,2025/01/12 00:00:00+00,46,92,43,0,0,1,2,88,0,0,1,3,3.03,0,0,0.05,0.26,0.65,RSV,30
2018 W41,2018/10/07 00:00:00+00,2018/10/13 00:00:00+00,2025/01/12 00:00:00+00,20,3167,18,0,0,0,2,2377,22,87,181,498,1.38,0,0,0,0.09,0.28,RSV,31
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2025/01/12 00:00:00+00,0,31145,0,0,0,0,0,9797,2029,4969,4972,9360,0,0.05,0,0.03,0,0.01,Influenza,32
2019 W40,2019/09/29 00:00:00+00,2019/10/05 00:00:00+00,2025/01/12 00:00:00+00,5,20015,1,1,0,2,1,5755,1127,3333,3620,6170,0.16,0.16,0.09,0.08,0.13,0.12,Influenza,33
2018 W42,2018/10/14 00:00:00+00,2018/10/20 00:00:00+00,2025/01/12 00:00:00+00,6,11874,0,0,4,0,2,2586,630,1916,2220,4513,0.03,0.05,0.16,0,0.17,0.08,Influenza,34
2017 W44,2017/10/29 00:00:00+00,2017/11/04 00:00:00+00,2025/01/12 00:00:00+00,3,40,0,1,0,2,0,5,3,12,13,6,0.07,0.1,0.14,0.18,0.17,0.14,Influenza,35
2020 W28,2020/07/05 00:00:00+00,2020/07/11 00:00:00+00,2025/01/12 00:00:00+00,0,11216,0,0,0,0,0,8453,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,36
2019 W40,2019/09/29 00:00:00+00,2019/10/05 00:00:00+00,2025/01/12 00:00:00+00,20,6891,20,0,0,0,0,5207,49,221,406,1006,2.14,0,0.02,0,0,0.43,RSV,37
2018 W42,2018/10/14 00:00:00+00,2018/10/20 00:00:00+00,2025/01/12 00:00:00+00,18,3185,18,0,0,0,0,2395,22,87,181,498,2.34,0,0.07,0,0.17,0.5,RSV,38
2017 W44,2017/10/29 00:00:00+00,2017/11/04 00:00:00+00,2025/01/12 00:00:00+00,32,124,28,0,0,1,3,116,0,0,2,6,3.82,0,0,0.08,0.21,0.8,RSV,39
2018 W43,2018/10/21 00:00:00+00,2018/10/27 00:00:00+00,2025/01/12 00:00:00+00,5,11879,1,1,3,0,0,2587,631,1919,2220,4513,0.07,0.05,0.19,0,0.09,0.08,Influenza,40
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2025/01/12 00:00:00+00,139,25745,5,20,58,33,22,522,1958,8884,7873,6493,0.82,3.83,3.82,2.06,1.72,2.48,COVID-19,41
2019 W41,2019/10/06 00:00:00+00,2019/10/12 00:00:00+00,2025/01/12 00:00:00+00,9,20024,4,2,2,0,1,5759,1129,3335,3620,6171,0.2,0.16,0.05,0.13,0.21,0.14,Influenza,42
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2025/01/12 00:00:00+00,2,31147,0,1,0,1,0,9797,2030,4969,4973,9360,0.03,0.05,0,0.03,0,0.02,Influenza,43
2017 W45,2017/11/05 00:00:00+00,2017/11/11 00:00:00+00,2025/01/12 00:00:00+00,5,45,0,0,2,1,2,5,3,14,14,8,0.07,0.1,0.09,0.13,0.34,0.14,Influenza,44
2018 W43,2018/10/21 00:00:00+00,2018/10/27 00:00:00+00,2025/01/12 00:00:00+00,40,3225,35,0,3,0,2,2430,22,90,181,500,2.73,0,0.07,0.03,0.17,0.59,RSV,45
2020 W29,2020/07/12 00:00:00+00,2020/07/18 00:00:00+00,2025/01/12 00:00:00+00,0,11216,0,0,0,0,0,8453,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,46
2019 W41,2019/10/06 00:00:00+00,2019/10/12 00:00:00+00,2025/01/12 00:00:00+00,32,6923,31,0,1,0,0,5238,49,222,406,1006,3.13,0,0.05,0,0.04,0.63,RSV,47
2017 W45,2017/11/05 00:00:00+00,2017/11/11 00:00:00+00,2025/01/12 00:00:00+00,46,170,45,0,0,1,0,161,0,0,3,6,8.13,0,0,0.21,0.26,1.69,RSV,48
2019 W42,2019/10/13 00:00:00+00,2019/10/19 00:00:00+00,2025/01/12 00:00:00+00,7,20031,1,0,0,3,3,5760,1129,3335,3623,6174,0.16,0.1,0.07,0.13,0.3,0.14,Influenza,49
2017 W46,2017/11/12 00:00:00+00,2017/11/18 00:00:00+00,2025/01/12 00:00:00+00,13,58,2,1,2,2,6,7,4,16,16,14,0.13,0.16,0.12,0.13,0.34,0.16,Influenza,50
2019 W42,2019/10/13 00:00:00+00,2019/10/19 00:00:00+00,2025/01/12 00:00:00+00,46,6969,44,0,1,0,1,5282,49,223,406,1007,4.28,0.05,0.09,0.08,0.04,0.9,RSV,51
2017 W46,2017/11/12 00:00:00+00,2017/11/18 00:00:00+00,2025/01/12 00:00:00+00,183,353,174,0,0,6,3,335,0,0,9,9,10.7,0.05,0.02,0.18,0.21,2.2,RSV,52
2019 W43,2019/10/20 00:00:00+00,2019/10/26 00:00:00+00,2025/01/12 00:00:00+00,6,20037,0,0,1,2,3,5760,1129,3336,3625,6177,0.1,0.16,0.05,0.23,0.3,0.16,Influenza,53
2017 W47,2017/11/19 00:00:00+00,2017/11/25 00:00:00+00,2025/01/12 00:00:00+00,7,65,2,2,1,2,0,9,6,17,18,14,0.2,0.26,0.12,0.15,0.3,0.19,Influenza,54
2019 W43,2019/10/20 00:00:00+00,2019/10/26 00:00:00+00,2025/01/12 00:00:00+00,61,7030,55,1,2,3,0,5337,50,225,409,1007,6.06,0.1,0.16,0.1,0.13,1.29,RSV,55
2017 W47,2017/11/19 00:00:00+00,2017/11/25 00:00:00+00,2025/01/12 00:00:00+00,111,464,106,1,1,0,2,441,1,1,9,11,14.13,0.1,0.09,0.23,0.34,2.93,RSV,56
2019 W44,2019/10/27 00:00:00+00,2019/11/02 00:00:00+00,2025/01/12 00:00:00+00,11,20048,2,3,1,4,1,5762,1132,3337,3629,6178,0.23,0.26,0.12,0.26,0.34,0.23,Influenza,57
2017 W48,2017/11/26 00:00:00+00,2017/12/02 00:00:00+00,2025/01/12 00:00:00+00,9,74,2,2,2,2,1,11,8,19,20,15,0.49,0.57,0.19,0.44,0.34,0.38,Influenza,58
2019 W44,2019/10/27 00:00:00+00,2019/11/02 00:00:00+00,2025/01/12 00:00:00+00,93,7123,85,1,4,1,2,5422,51,229,410,1009,7.11,0.21,0.19,0.1,0.47,1.57,RSV,59
2017 W48,2017/11/26 00:00:00+00,2017/12/02 00:00:00+00,2025/01/12 00:00:00+00,159,623,149,1,3,3,3,590,2,4,12,14,16.56,0.1,0.16,0.28,1.03,3.55,RSV,60
2019 W45,2019/11/03 00:00:00+00,2019/11/09 00:00:00+00,2025/01/12 00:00:00+00,18,20066,5,2,3,4,4,5767,1134,3340,3633,6182,0.72,0.47,0.28,0.44,0.47,0.46,Influenza,61
2017 W49,2017/12/03 00:00:00+00,2017/12/09 00:00:00+00,2025/01/12 00:00:00+00,43,117,11,7,5,13,7,22,15,24,33,22,0.86,0.88,0.56,0.85,1.29,0.84,Influenza,62
2017 W49,2017/12/03 00:00:00+00,2017/12/09 00:00:00+00,2025/01/12 00:00:00+00,278,901,248,0,3,8,19,838,2,7,20,33,18.37,0.21,0.21,0.52,1.72,4.08,RSV,63
2017 W50,2017/12/10 00:00:00+00,2017/12/16 00:00:00+00,2025/01/12 00:00:00+00,78,195,13,8,17,18,22,35,23,41,51,44,2.27,1.29,1.22,1.68,4.04,1.99,Influenza,64
2017 W50,2017/12/10 00:00:00+00,2017/12/16 00:00:00+00,2025/01/12 00:00:00+00,194,1095,161,3,3,9,18,999,5,10,29,51,22.56,0.26,0.28,0.7,2.71,5.13,RSV,65
2017 W51,2017/12/17 00:00:00+00,2017/12/23 00:00:00+00,2025/01/12 00:00:00+00,186,381,45,10,30,34,65,80,33,71,85,109,2.73,1.19,1.55,1.73,5.2,2.34,Influenza,66
2017 W51,2017/12/17 00:00:00+00,2017/12/23 00:00:00+00,2025/01/12 00:00:00+00,320,1415,276,2,6,10,26,1275,7,16,39,77,17.58,0.26,0.28,0.62,2.4,4.08,RSV,67
2017 W52,2017/12/24 00:00:00+00,2017/12/30 00:00:00+00,2025/01/12 00:00:00+00,98,479,25,5,19,15,34,105,38,90,100,143,5.93,3.52,4.03,5.67,20.87,7.3,Influenza,68
2017 W52,2017/12/24 00:00:00+00,2017/12/30 00:00:00+00,2025/01/12 00:00:00+00,117,1532,97,0,3,5,12,1372,7,19,44,89,22.59,0.16,0.42,1.01,3.95,5.42,RSV,69
2018 W01,2017/12/31 00:00:00+00,2018/01/06 00:00:00+00,2025/01/12 00:00:00+00,844,1323,110,53,123,171,387,215,91,213,271,530,7.87,7.08,7.83,11.19,42.29,13.79,Influenza,70
2018 W01,2017/12/31 00:00:00+00,2018/01/06 00:00:00+00,2025/01/12 00:00:00+00,401,1933,313,1,9,24,54,1685,8,28,68,143,18.67,0.26,0.89,1.6,6.57,5.34,RSV,71
2018 W02,2018/01/07 00:00:00+00,2018/01/13 00:00:00+00,2025/01/12 00:00:00+00,1188,2511,104,79,192,248,564,319,170,405,519,1094,14.59,10.03,11.27,16.91,60.11,20.57,Influenza,72
2018 W02,2018/01/07 00:00:00+00,2018/01/13 00:00:00+00,2025/01/12 00:00:00+00,307,2240,157,4,26,33,87,1842,12,54,101,230,18.84,0.41,1.01,2.09,9.02,5.92,RSV,73
2018 W03,2018/01/14 00:00:00+00,2018/01/20 00:00:00+00,2025/01/12 00:00:00+00,1145,3656,229,62,166,237,449,548,232,571,756,1543,17.91,9.56,11.93,17.45,59.51,21.39,Influenza,74
2018 W03,2018/01/14 00:00:00+00,2018/01/20 00:00:00+00,2025/01/12 00:00:00+00,206,2446,102,3,8,24,69,1944,15,62,125,299,10.93,0.41,0.94,1.98,9.1,4.33,RSV,75
2018 W04,2018/01/21 00:00:00+00,2018/01/27 00:00:00+00,2025/01/12 00:00:00+00,971,4627,211,44,151,192,373,759,276,722,948,1916,22.46,7.6,10.85,15.75,51.14,20.05,Influenza,76
2018 W04,2018/01/21 00:00:00+00,2018/01/27 00:00:00+00,2025/01/12 00:00:00+00,156,2602,73,1,6,20,56,2017,16,68,145,355,7.21,0.26,0.42,1.39,6.74,2.94,RSV,77
2018 W05,2018/01/28 00:00:00+00,2018/02/03 00:00:00+00,2025/01/12 00:00:00+00,981,5608,242,41,146,182,369,1001,317,868,1130,2285,24.27,6.98,10.55,13.58,44.78,18.73,Influenza,78
2018 W05,2018/01/28 00:00:00+00,2018/02/03 00:00:00+00,2025/01/12 00:00:00+00,92,2694,44,1,4,10,32,2061,17,72,155,387,5.6,0.1,0.35,0.93,4.68,2.16,RSV,79
2018 W06,2018/02/04 00:00:00+00,2018/02/10 00:00:00+00,2025/01/12 00:00:00+00,942,6550,284,50,153,153,301,1285,367,1021,1283,2586,27.59,7.86,11.15,13.09,43.07,19.28,Influenza,80
2018 W06,2018/02/04 00:00:00+00,2018/02/10 00:00:00+00,2025/01/12 00:00:00+00,85,2779,53,0,5,6,21,2114,17,77,161,408,4.25,0.05,0.28,0.54,2.79,1.48,RSV,81
2018 W07,2018/02/11 00:00:00+00,2018/02/17 00:00:00+00,2025/01/12 00:00:00+00,1056,7606,312,61,177,173,333,1597,428,1198,1456,2919,26.51,7.96,10.87,12.99,44.18,19.14,Influenza,82
2018 W07,2018/02/11 00:00:00+00,2018/02/17 00:00:00+00,2025/01/12 00:00:00+00,52,2831,32,0,3,5,12,2146,17,80,166,420,3.49,0.05,0.21,0.34,1.59,1.07,RSV,83
2018 W08,2018/02/18 00:00:00+00,2018/02/24 00:00:00+00,2025/01/12 00:00:00+00,959,8565,209,43,134,178,395,1806,471,1332,1634,3314,22.13,6.82,9.91,11.57,38.94,16.72,Influenza,84
2018 W08,2018/02/18 00:00:00+00,2018/02/24 00:00:00+00,2025/01/12 00:00:00+00,29,2860,21,1,1,2,4,2167,18,81,168,424,2.11,0.05,0.09,0.23,1.2,0.69,RSV,85
2018 W09,2018/02/25 00:00:00+00,2018/03/03 00:00:00+00,2025/01/12 00:00:00+00,568,9133,151,28,112,98,179,1957,499,1444,1732,3493,17.02,5.64,8.23,9.82,35.25,14.11,Influenza,86
2018 W09,2018/02/25 00:00:00+00,2018/03/03 00:00:00+00,2025/01/12 00:00:00+00,25,2885,11,0,0,2,12,2178,18,81,170,436,1.98,0.05,0.05,0.21,1.16,0.63,RSV,87
2018 W10,2018/03/04 00:00:00+00,2018/03/10 00:00:00+00,2025/01/12 00:00:00+00,652,9785,157,38,105,105,247,2114,537,1549,1837,3740,14.79,4.65,7.94,7.5,28.64,11.89,Influenza,88
2018 W10,2018/03/04 00:00:00+00,2018/03/10 00:00:00+00,2025/01/12 00:00:00+00,44,2929,28,0,1,4,11,2206,18,82,174,447,1.81,0.05,0.07,0.21,1.63,0.68,RSV,89
2018 W11,2018/03/11 00:00:00+00,2018/03/17 00:00:00+00,2025/01/12 00:00:00+00,616,10401,141,24,122,88,241,2255,561,1671,1925,3981,12.08,4.08,6.73,6.88,24.99,10.24,Influenza,90
2018 W11,2018/03/11 00:00:00+00,2018/03/17 00:00:00+00,2025/01/12 00:00:00+00,36,2965,16,1,2,2,15,2222,19,84,176,462,1.71,0.05,0.09,0.23,1.46,0.65,RSV,91
2018 W12,2018/03/18 00:00:00+00,2018/03/24 00:00:00+00,2025/01/12 00:00:00+00,314,10715,69,17,60,74,94,2324,578,1731,1999,4075,9.94,2.79,5.46,5.21,18.21,7.87,Influenza,92
2018 W12,2018/03/18 00:00:00+00,2018/03/24 00:00:00+00,2025/01/12 00:00:00+00,20,2985,8,0,1,3,8,2230,19,85,179,470,1.38,0.05,0.07,0.13,1.25,0.52,RSV,93
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2025/01/12 00:00:00+00,118,25863,9,16,52,31,10,531,1974,8936,7904,6503,1.91,4.65,5.23,3.07,2.15,3.5,COVID-19,94
2018 W44,2018/10/28 00:00:00+00,2018/11/03 00:00:00+00,2025/01/12 00:00:00+00,2,11881,1,0,1,0,0,2588,631,1920,2220,4513,0.16,0.05,0.12,0.03,0.21,0.11,Influenza,95
2019 W45,2019/11/03 00:00:00+00,2019/11/09 00:00:00+00,2025/01/12 00:00:00+00,89,7212,76,2,2,0,9,5498,53,231,410,1018,9.91,0.16,0.23,0.1,0.94,2.2,RSV,96
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2025/01/12 00:00:00+00,1,31148,1,0,0,0,0,9798,2030,4969,4973,9360,0.03,0.05,0,0.03,0,0.02,Influenza,97
2018 W44,2018/10/28 00:00:00+00,2018/11/03 00:00:00+00,2025/01/12 00:00:00+00,33,3258,30,0,0,1,2,2460,22,90,182,502,4.54,0,0.07,0.13,0.34,1,RSV,98
2019 W46,2019/11/10 00:00:00+00,2019/11/16 00:00:00+00,2025/01/12 00:00:00+00,42,20108,15,4,8,9,6,5782,1138,3348,3642,6188,1.22,0.67,0.49,0.7,1.25,0.82,Influenza,99
2020 W30,2020/07/19 00:00:00+00,2020/07/25 00:00:00+00,2025/01/12 00:00:00+00,1,11217,1,0,0,0,0,8454,119,379,679,1581,0.03,0,0,0,0,0.01,RSV,100
2018 W45,2018/11/04 00:00:00+00,2018/11/10 00:00:00+00,2025/01/12 00:00:00+00,10,11891,3,0,1,1,5,2591,631,1921,2221,4518,0.33,0.16,0.14,0.1,0.64,0.25,Influenza,101
2018 W45,2018/11/04 00:00:00+00,2018/11/10 00:00:00+00,2025/01/12 00:00:00+00,81,3339,73,0,0,4,4,2533,22,90,186,506,6.75,0,0.05,0.15,0.6,1.47,RSV,102
2018 W46,2018/11/11 00:00:00+00,2018/11/17 00:00:00+00,2025/01/12 00:00:00+00,26,11917,6,3,4,3,10,2597,634,1925,2224,4528,0.49,0.21,0.14,0.21,0.69,0.32,Influenza,103
2018 W46,2018/11/11 00:00:00+00,2018/11/17 00:00:00+00,2025/01/12 00:00:00+00,113,3452,102,0,2,1,8,2635,22,92,187,514,10.83,0,0.19,0.23,0.94,2.38,RSV,104
2018 W47,2018/11/18 00:00:00+00,2018/11/24 00:00:00+00,2025/01/12 00:00:00+00,13,11930,6,1,1,4,1,2603,635,1926,2228,4529,0.56,0.31,0.14,0.21,0.52,0.32,Influenza,105
2018 W47,2018/11/18 00:00:00+00,2018/11/24 00:00:00+00,2025/01/12 00:00:00+00,174,3626,154,0,6,4,10,2789,22,98,191,524,15.38,0.05,0.4,0.31,1.33,3.42,RSV,106
2018 W48,2018/11/25 00:00:00+00,2018/12/01 00:00:00+00,2025/01/12 00:00:00+00,10,11940,5,2,1,1,1,2608,637,1927,2229,4530,0.86,0.16,0.14,0.23,0.21,0.32,Influenza,107
2018 W48,2018/11/25 00:00:00+00,2018/12/01 00:00:00+00,2025/01/12 00:00:00+00,241,3867,211,1,9,7,13,3000,23,107,198,537,20.61,0.21,0.47,0.62,1.46,4.58,RSV,108
2018 W49,2018/12/02 00:00:00+00,2018/12/08 00:00:00+00,2025/01/12 00:00:00+00,26,11966,15,0,4,4,3,2623,637,1931,2233,4533,1.51,0.31,0.33,0.36,0.26,0.56,Influenza,109
2018 W49,2018/12/02 00:00:00+00,2018/12/08 00:00:00+00,2025/01/12 00:00:00+00,293,4160,261,3,5,13,11,3261,26,112,211,548,27.1,0.31,0.42,0.88,2.19,6.03,RSV,110
2018 W50,2018/12/09 00:00:00+00,2018/12/15 00:00:00+00,2025/01/12 00:00:00+00,50,12016,26,4,9,9,2,2649,641,1940,2242,4535,2.04,0.31,0.61,0.64,0.56,0.85,Influenza,111
2018 W50,2018/12/09 00:00:00+00,2018/12/15 00:00:00+00,2025/01/12 00:00:00+00,398,4558,351,2,4,14,27,3612,28,116,225,575,29.87,0.52,0.49,1.16,3.18,6.84,RSV,112
2018 W51,2018/12/16 00:00:00+00,2018/12/22 00:00:00+00,2025/01/12 00:00:00+00,56,12072,21,2,13,12,8,2670,643,1953,2254,4543,2.37,0.36,0.84,1.16,0.64,1.13,Influenza,113
2018 W51,2018/12/16 00:00:00+00,2018/12/22 00:00:00+00,2025/01/12 00:00:00+00,366,4924,295,5,12,18,36,3907,33,128,243,611,26.61,0.41,0.52,1.19,3.18,6.2,RSV,114
2018 W52,2018/12/23 00:00:00+00,2018/12/29 00:00:00+00,2025/01/12 00:00:00+00,69,12141,25,1,14,24,5,2695,644,1967,2278,4548,4.54,1.03,2.86,3.09,3.52,3.12,Influenza,115
2018 W52,2018/12/23 00:00:00+00,2018/12/29 00:00:00+00,2025/01/12 00:00:00+00,194,5118,162,1,6,14,11,4069,34,134,257,622,24.4,0.31,0.59,1.29,3.99,5.92,RSV,116
2019 W01,2018/12/30 00:00:00+00,2019/01/05 00:00:00+00,2025/01/12 00:00:00+00,357,12498,92,17,95,84,69,2787,661,2062,2362,4617,9.65,3.05,5.25,6.6,7.9,6.58,Influenza,117
2019 W01,2018/12/30 00:00:00+00,2019/01/05 00:00:00+00,2025/01/12 00:00:00+00,355,5473,284,0,7,18,46,4353,34,141,275,668,22.13,0.41,0.61,1.73,5.15,5.78,RSV,118
2019 W02,2019/01/06 00:00:00+00,2019/01/12 00:00:00+00,2025/01/12 00:00:00+00,590,13088,176,41,115,148,110,2963,702,2177,2510,4727,16.1,4.39,6.77,8.61,11.16,9.43,Influenza,119
2019 W02,2019/01/06 00:00:00+00,2019/01/12 00:00:00+00,2025/01/12 00:00:00+00,344,5817,226,7,13,35,63,4579,41,154,310,731,19.63,0.41,0.8,2.04,6.96,5.69,RSV,120
2019 W03,2019/01/13 00:00:00+00,2019/01/19 00:00:00+00,2025/01/12 00:00:00+00,510,13598,221,27,79,102,81,3184,729,2256,2612,4808,28.09,5.95,7.66,10.18,12.49,12.82,Influenza,121
2019 W03,2019/01/13 00:00:00+00,2019/01/19 00:00:00+00,2025/01/12 00:00:00+00,180,5997,86,1,14,26,53,4665,42,168,336,784,13.57,0.52,0.96,2.19,8.54,4.84,RSV,122
2019 W04,2019/01/20 00:00:00+00,2019/01/26 00:00:00+00,2025/01/12 00:00:00+00,881,14479,456,47,133,145,100,3640,776,2389,2757,4908,35.1,6.77,8.62,9.59,14.17,14.68,Influenza,123
2019 W04,2019/01/20 00:00:00+00,2019/01/26 00:00:00+00,2025/01/12 00:00:00+00,223,6220,100,2,14,24,83,4765,44,182,360,867,8.56,0.26,0.91,1.7,7.6,3.54,RSV,124
2019 W05,2019/01/27 00:00:00+00,2019/02/02 00:00:00+00,2025/01/12 00:00:00+00,876,15355,389,57,156,125,149,4029,833,2545,2882,5057,38.26,7.6,9.91,9.56,16.57,16.11,Influenza,125
2019 W05,2019/01/27 00:00:00+00,2019/02/02 00:00:00+00,2025/01/12 00:00:00+00,144,6364,74,2,11,16,41,4839,46,193,376,908,7.21,0.26,0.82,1.19,6.14,2.9,RSV,126
2019 W06,2019/02/03 00:00:00+00,2019/02/09 00:00:00+00,2025/01/12 00:00:00+00,732,16087,317,43,134,101,137,4346,876,2679,2983,5194,37.14,7.91,10.55,10.26,21.86,17.08,Influenza,127
2019 W06,2019/02/03 00:00:00+00,2019/02/09 00:00:00+00,2025/01/12 00:00:00+00,81,6445,45,1,10,6,19,4884,47,203,382,927,5.73,0.21,0.61,0.75,3.61,2.05,RSV,128
2019 W07,2019/02/10 00:00:00+00,2019/02/16 00:00:00+00,2025/01/12 00:00:00+00,1030,17117,422,53,160,172,223,4768,929,2839,3155,5417,34.67,7.03,9.7,10.13,19.88,15.92,Influenza,129
2019 W07,2019/02/10 00:00:00+00,2019/02/16 00:00:00+00,2025/01/12 00:00:00+00,92,6537,55,1,5,7,24,4939,48,208,389,951,4.51,0.1,0.37,0.41,2.32,1.46,RSV,130
2019 W08,2019/02/17 00:00:00+00,2019/02/23 00:00:00+00,2025/01/12 00:00:00+00,698,17815,314,40,120,120,103,5082,969,2959,3275,5520,27.99,6.51,8.79,10,20.87,14.41,Influenza,131
2019 W08,2019/02/17 00:00:00+00,2019/02/23 00:00:00+00,2025/01/12 00:00:00+00,52,6589,37,0,1,3,11,4976,48,209,392,962,3.56,0.05,0.19,0.31,1.8,1.11,RSV,132
2019 W09,2019/02/24 00:00:00+00,2019/03/02 00:00:00+00,2025/01/12 00:00:00+00,498,18313,114,33,95,96,160,5196,1002,3054,3371,5680,18.08,4.91,6.12,6.49,13.7,9.56,Influenza,133
2019 W09,2019/02/24 00:00:00+00,2019/03/02 00:00:00+00,2025/01/12 00:00:00+00,27,6616,16,0,2,2,7,4992,48,211,394,969,2.37,0,0.09,0.13,1.29,0.72,RSV,134
2019 W10,2019/03/03 00:00:00+00,2019/03/09 00:00:00+00,2025/01/12 00:00:00+00,281,18594,121,22,46,36,56,5317,1024,3100,3407,5736,9.62,3.57,4.1,4.2,11.08,6.2,Influenza,135
2019 W10,2019/03/03 00:00:00+00,2019/03/09 00:00:00+00,2025/01/12 00:00:00+00,32,6648,19,0,1,0,12,5011,48,212,394,981,1.58,0,0.16,0.1,0.94,0.52,RSV,136
2019 W11,2019/03/10 00:00:00+00,2019/03/16 00:00:00+00,2025/01/12 00:00:00+00,178,18772,57,14,34,31,42,5374,1038,3134,3438,5778,8.1,2.48,2.98,2.4,5.88,4.21,Influenza,137
2019 W46,2019/11/10 00:00:00+00,2019/11/16 00:00:00+00,2025/01/12 00:00:00+00,158,7370,140,0,4,3,11,5638,53,235,413,1029,11.85,0.16,0.23,0.23,1.16,2.65,RSV,138
2019 W47,2019/11/17 00:00:00+00,2019/11/23 00:00:00+00,2025/01/12 00:00:00+00,67,20175,17,7,10,14,19,5799,1145,3358,3656,6207,4.28,1.76,1.22,1.26,3.39,2.23,Influenza,139
2019 W11,2019/03/10 00:00:00+00,2019/03/16 00:00:00+00,2025/01/12 00:00:00+00,22,6670,13,0,4,2,3,5024,48,216,396,984,1.32,0,0.14,0.08,0.64,0.41,RSV,140
2019 W47,2019/11/17 00:00:00+00,2019/11/23 00:00:00+00,2025/01/12 00:00:00+00,162,7532,144,1,4,6,7,5782,54,239,419,1036,17.58,0.21,0.35,0.49,1.59,3.94,RSV,141
2020 W31,2020/07/26 00:00:00+00,2020/08/01 00:00:00+00,2025/01/12 00:00:00+00,284,26147,44,54,113,55,18,575,2028,9049,7959,6521,3.29,7.86,10.15,5.39,2.06,6.1,COVID-19,142
2019 W12,2019/03/17 00:00:00+00,2019/03/23 00:00:00+00,2025/01/12 00:00:00+00,192,18964,68,12,47,26,39,5442,1050,3181,3464,5817,6.98,2.17,2.41,2.09,6.18,3.77,Influenza,143
