year,week,weekly_cases,Weekly_0_14,Weekly_15_24,Weekly_25_44,Weekly_45_64,Weekly_65_,F3_Week_Rolling_Rate_100k_0_14,F3_Week_Rolling_Rate_100k_15_24,F3_Week_Rolling_Rate_100k_25_44,F3_Week_Rolling_Rate_100k_45_64,F3_Week_Rolling_Rate_100k_65_,F3_Week_Rolling_Rate_100k_Total
2020,W22,1,1,0,0,0,0,0.03,0.05,0,0.03,0,0.02
2020,W23,0,0,0,0,0,0,0.03,0,0,0,0,0.01
2020,W24,0,0,0,0,0,0,0,0,0,0,0,0
2020,W25,0,0,0,0,0,0,0.23,0,0.07,0.05,0,0.08
2021,W06,0,0,0,0,0,0,0,0,0,0,0,0
2021,W07,0,0,0,0,0,0,0,0,0,0,0,0
2021,W08,0,0,0,0,0,0,0,0,0,0,0,0
2021,W09,0,0,0,0,0,0,0,0,0,0,0,0
2021,W10,0,0,0,0,0,0,0,0,0,0,0,0
2021,W11,0,0,0,0,0,0,0,0,0,0,0,0
2021,W12,0,0,0,0,0,0,0,0,0,0,0,0
2021,W13,0,0,0,0,0,0,0,0,0,0,0,0
2021,W14,0,0,0,0,0,0,0,0,0,0,0,0
2021,W15,0,0,0,0,0,0,0,0,0,0,0,0
2021,W16,0,0,0,0,0,0,0,0,0,0,0,0
2021,W17,0,0,0,0,0,0,0,0,0,0,0,0
2021,W18,0,0,0,0,0,0,0,0,0,0,0,0
2021,W19,0,0,0,0,0,0,0,0,0,0,0,0
2021,W20,0,0,0,0,0,0,0,0,0,0,0,0
2021,W21,0,0,0,0,0,0,0,0,0,0,0,0
2021,W22,0,0,0,0,0,0,0,0,0,0,0,0
2022,W04,7,1,2,2,1,1,0.07,0.62,0.14,0.05,0.04,0.15
2023,W02,1552,306,138,308,269,531,31.22,21.45,23.48,24.77,80.72,33.7
2022,W21,11,3,1,1,2,4,0.4,0.16,0.23,0.08,0.56,0.27
2021,W23,0,0,0,0,0,0,0,0,0,0,0,0
2021,W40,0,0,0,0,0,0,0,0,0,0,0,0
2023,W03,618,128,46,101,120,223,18.01,11.17,11.2,11.21,37.44,16.5
2021,W24,0,0,0,0,0,0,0,0,0,0,0,0
2022,W22,19,3,2,7,1,6,0.3,0.52,0.21,0.15,0.56,0.3
2022,W05,13,0,9,3,1,0,0.03,1.65,0.23,0.15,0.34,0.37
2022,W06,37,0,21,5,4,7,0.13,3.83,1.08,0.36,1.07,1.06
2022,W07,113,4,44,38,9,18,0.43,7.34,1.99,1.21,2.23,2.19
2022,W08,189,9,77,42,34,27,1.02,11.37,3.21,1.96,4.21,3.64
2022,W09,260,18,99,57,33,53,1.35,13.54,3.68,2.71,7.13,4.73
2022,W10,282,14,86,58,38,86,1.94,11.32,3.98,2.42,8.46,4.78
2022,W11,197,27,34,55,23,58,2.27,9.62,4.52,3.09,9.79,5.15
2022,W12,317,28,66,80,59,84,2.93,6.93,4.59,2.91,8.29,4.69
2022,W13,211,34,34,61,31,51,2.96,6,3.94,2.94,7.81,4.34
2022,W14,142,28,16,27,24,47,2.44,3.31,2.48,1.7,4.98,2.76
2022,W15,73,12,14,18,11,18,1.84,2.27,1.71,1.31,4.12,2.07
2022,W16,105,16,14,28,16,31,1.32,1.91,1.38,0.85,2.58,1.48
2022,W17,51,12,9,13,6,11,1.19,2.53,1.64,0.82,3.13,1.68
2022,W18,104,8,26,29,10,31,0.92,2.02,1.22,0.46,2.06,1.2
2022,W19,30,8,4,10,2,6,0.72,1.55,0.96,0.31,1.72,0.94
2022,W20,11,6,0,2,0,3,0.56,0.26,0.3,0.1,0.56,0.34
2021,W41,0,0,0,0,0,0,0.03,0,0.02,0,0,0.01
2023,W19,34,15,4,10,2,3,1.35,0.62,0.59,0.26,0.56,0.65
2022,W23,17,3,7,1,3,3,0.23,0.57,0.21,0.1,0.6,0.29
2023,W04,379,113,32,69,46,118,11.95,6,5.72,5.36,17.95,8.74
2021,W25,0,0,0,0,0,0,0,0,0,0,0,0
2021,W42,2,1,0,1,0,0,0.03,0,0.02,0,0,0.01
2023,W20,30,11,4,7,5,3,1.15,0.41,0.61,0.31,0.56,0.61
2022,W24,9,1,2,1,0,5,0.23,0.47,0.16,0.1,0.52,0.25
2023,W05,353,122,38,74,42,77,10.27,4.91,4.9,2.81,9.92,6.2
2021,W26,0,0,0,0,0,0,0,0,0,0,0,0
2021,W43,0,0,0,0,0,0,0.03,0,0.02,0,0,0.01
2023,W21,30,9,0,9,5,7,0.86,0.31,0.49,0.34,0.47,0.5
2023,W06,225,77,25,66,21,36,8.79,5.48,4.97,2.29,6.23,5.3
2022,W25,13,3,0,5,1,4,0.26,0.16,0.21,0.13,0.47,0.23
2021,W27,0,0,0,0,0,0,0,0,0,0,0,0
2021,W44,0,0,0,0,0,0,0,0,0,0.03,0,0.01
2023,W22,17,6,2,5,3,1,0.59,0.21,0.63,0.26,0.52,0.46
2023,W07,241,68,43,72,26,32,6.12,5.01,4.41,1.7,4.55,4.16
2022,W26,14,4,1,3,4,2,0.3,0.16,0.26,0.21,0.39,0.26
2021,W28,0,0,0,0,0,0,0,0,0,0,0,0
2021,W45,1,0,0,0,1,0,0,0,0.02,0.03,0,0.01
2023,W23,24,3,2,13,2,4,0.33,0.26,0.47,0.21,0.26,0.32
2023,W08,177,41,29,50,19,38,4.87,5.07,3.75,1.47,3.65,3.55
2021,W29,0,0,0,0,0,0,0,0,0.02,0,0,0.01
2022,W27,13,2,2,3,3,3,0.2,0.36,0.16,0.23,0.3,0.23
2023,W24,8,1,1,2,3,1,0.26,0.26,0.45,0.15,0.26,0.28
