Confirmed Disease Name,Year of Onset,Month of Onset,Gender,"Imported Case (0: No, 1: Yes)",Age Group,Number of Confirmed Cases,County/City Code,Township/District Code
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,70+,2,,
487a,2020,1,M,0,35~39,2,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,M,0,50~54,2,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,1,1,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,40~44,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,M,0,70+,4,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,70+,3,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,60~64,2,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,3,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,M,0,65~69,2,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,20~24,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,F,0,4,1,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,5~9,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,40~44,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,55~59,2,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,F,0,35~39,2,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,30~34,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,M,0,60~64,2,,
487a,2020,1,M,0,65~69,2,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,M,0,1,1,,
487a,2020,1,F,0,25~29,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,3,,
487a,2020,1,M,0,35~39,1,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,M,0,60~64,2,,
487a,2020,1,M,0,65~69,2,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,F,0,2,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,45~49,2,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,30~34,1,,
487a,2020,1,M,1,40~44,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,70+,2,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,4,1,,
487a,2020,1,F,0,40~44,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,F,0,30~34,1,,
487a,2020,1,M,0,35~39,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,M,1,55~59,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,1,70+,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,5~9,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,F,0,15~19,1,,
487a,2020,1,F,0,45~49,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,45~49,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,65~69,2,,
487a,2020,1,F,0,40~44,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,20~24,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,F,0,5~9,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,65~69,2,,
487a,2020,1,F,0,45~49,1,,
487a,2020,1,M,0,45~49,1,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,1,70+,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,3,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,5~9,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,F,0,60~64,1,,
487a,2020,1,F,0,1,1,,
487a,2020,1,F,0,40~44,1,,
487a,2020,1,M,0,5~9,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,M,0,30~34,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,65~69,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,35~39,1,,
487a,2020,1,M,0,40~44,2,,
487a,2020,1,M,0,50~54,3,,
487a,2020,1,M,0,55~59,1,,
487a,2020,1,M,0,60~64,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,0,1,,
487a,2020,1,M,0,45~49,2,,
487a,2020,1,F,0,35~39,1,,
487a,2020,1,M,0,50~54,2,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,F,0,70+,2,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,F,0,55~59,1,,
487a,2020,1,M,0,65~69,1,,
487a,2020,1,F,0,25~29,1,,
487a,2020,1,M,0,40~44,1,,
487a,2020,1,F,0,60~64,2,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,1,M,0,70+,1,,
487a,2020,1,M,0,30~34,1,,
487a,2020,1,F,0,50~54,1,,
487a,2020,1,M,0,50~54,1,,
487a,2020,1,F,0,70+,1,,
487a,2020,2,M,0,2,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,M,0,45~49,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,F,0,30~34,1,,
487a,2020,2,M,0,50~54,1,,
487a,2020,2,M,0,25~29,1,,
487a,2020,2,F,0,45~49,1,,
487a,2020,2,M,0,50~54,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,F,0,60~64,1,,
487a,2020,2,F,0,60~64,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,F,0,35~39,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,F,0,35~39,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,F,0,15~19,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,F,0,60~64,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,F,0,65~69,1,,
487a,2020,2,M,0,4,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,70+,2,,
487a,2020,2,M,0,55~59,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,45~49,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,50~54,2,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,F,0,55~59,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,35~39,1,,
487a,2020,2,M,0,45~49,1,,
487a,2020,2,M,0,70+,1,,
487a,2020,2,M,0,40~44,1,,
487a,2020,2,M,0,35~39,1,,
487a,2020,2,F,0,25~29,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,M,0,65~69,1,,
487a,2020,2,F,0,45~49,1,,
487a,2020,2,F,0,70+,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,M,0,50~54,1,,
487a,2020,2,M,0,60~64,1,,
487a,2020,2,M,0,70+,2,,
487a,2020,3,M,0,50~54,1,,
487a,2020,5,F,0,35~39,1,,
487a,2020,6,M,0,65~69,1,,
487a,2020,12,F,0,70+,1,,
487a,2021,3,M,0,70+,1,,
487a,2022,10,M,0,2,1,,
487a,2022,10,F,0,70+,1,,
487a,2022,11,M,0,10~14,1,,
487a,2022,11,F,0,15~19,1,,
487a,2022,11,F,0,55~59,1,,
487a,2022,11,F,0,70+,1,,
487a,2022,11,F,0,70+,1,,
487a,2022,11,F,1,70+,1,,
487a,2022,11,M,0,10~14,1,,
487a,2022,11,M,0,70+,1,,
487a,2022,11,M,0,20~24,1,,
487a,2022,11,F,0,35~39,1,,
487a,2022,11,F,0,70+,1,,
487a,2022,12,M,0,35~39,1,,
487a,2022,12,M,0,50~54,1,,
487a,2022,12,F,0,45~49,1,,
487a,2022,12,M,0,60~64,1,,
487a,2022,12,F,0,70+,1,,
487a,2022,12,M,0,70+,1,,
487a,2022,12,M,0,70+,1,,
487a,2022,12,M,0,55~59,1,,
487a,2022,12,M,0,5~9,1,,
487a,2023,1,M,0,50~54,1,,
487a,2023,1,M,0,70+,1,,
487a,2023,1,M,0,5~9,1,,
487a,2023,1,M,0,60~64,1,,
487a,2023,1,M,0,70+,1,,
487a,2023,1,M,0,40~44,1,,
487a,2023,1,M,0,40~44,1,,
487a,2023,1,F,0,70+,1,,
487a,2023,1,M,0,35~39,1,,
487a,2023,1,F,0,50~54,1,,
487a,2023,1,M,0,70+,1,,
487a,2023,1,M,0,65~69,1,,
487a,2023,1,F,0,70+,1,,
487a,2023,1,F,0,40~44,1,,
487a,2023,1,M,0,15~19,1,,
487a,2023,1,F,0,40~44,1,,
487a,2023,1,M,0,45~49,1,,
487a,2023,2,M,0,25~29,1,,
487a,2023,2,M,0,70+,1,,
487a,2023,2,M,0,40~44,1,,
487a,2023,2,F,0,70+,1,,
487a,2023,2,M,0,15~19,1,,
487a,2023,2,F,0,5~9,1,,
487a,2023,2,F,0,70+,1,,
487a,2023,2,F,0,70+,1,,
487a,2023,2,F,0,70+,1,,
487a,2023,2,F,0,60~64,1,,
487a,2023,2,M,0,50~54,1,,
487a,2023,2,F,0,70+,1,,
487a,2023,2,M,0,55~59,1,,
487a,2023,2,F,1,70+,1,,
487a,2023,2,M,0,45~49,1,,
487a,2023,2,M,0,50~54,1,,
487a,2023,2,F,0,5~9,1,,
487a,2023,2,F,0,60~64,1,,
487a,2023,3,M,0,70+,1,,
487a,2023,3,M,0,15~19,1,,
487a,2023,3,F,0,70+,1,,
487a,2023,3,F,0,40~44,1,,
487a,2023,3,M,0,65~69,1,,
487a,2023,3,F,0,70+,1,,
487a,2023,3,M,0,55~59,1,,
487a,2023,3,F,0,15~19,1,,
487a,2023,3,F,0,25~29,1,,
487a,2023,3,M,0,55~59,1,,
487a,2023,3,M,0,70+,1,,
487a,2023,3,M,0,55~59,1,,
487a,2023,3,M,0,70+,1,,
487a,2023,3,M,0,50~54,1,,
487a,2023,3,F,0,65~69,1,,
487a,2023,3,M,0,60~64,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,55~59,1,,
487a,2023,4,F,0,65~69,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,30~34,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,M,0,40~44,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,M,0,60~64,1,,
487a,2023,4,M,1,5~9,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,2,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,F,0,60~64,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,F,0,45~49,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,0,55~59,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,F,0,10~14,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,F,0,65~69,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,M,0,55~59,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,F,0,65~69,1,,
487a,2023,4,M,0,10~14,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,1,50~54,1,,
487a,2023,4,M,0,5~9,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,4,F,0,60~64,1,,
487a,2023,4,F,0,60~64,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,0,5~9,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,55~59,1,,
487a,2023,4,M,0,40~44,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,0,60~64,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,65~69,1,,
487a,2023,4,F,0,65~69,1,,
487a,2023,4,F,0,60~64,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,F,0,40~44,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,55~59,1,,
487a,2023,4,M,0,70+,1,,
487a,2023,4,F,0,70+,1,,
487a,2023,4,M,0,45~49,1,,
487a,2023,4,M,0,50~54,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,65~69,1,,
487a,2023,5,F,0,60~64,1,,
487a,2023,5,M,0,5~9,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,40~44,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,F,0,65~69,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,F,0,55~59,1,,
487a,2023,5,F,0,60~64,1,,
487a,2023,5,F,0,65~69,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,65~69,1,,
487a,2023,5,F,0,2,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,10~14,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,50~54,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,45~49,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,F,0,65~69,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,65~69,1,,
487a,2023,5,M,0,70+,2,,
487a,2023,5,F,0,60~64,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,10~14,1,,
487a,2023,5,M,0,45~49,1,,
487a,2023,5,M,0,4,1,,
487a,2023,5,M,0,40~44,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,F,0,30~34,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,40~44,1,,
487a,2023,5,F,0,65~69,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,F,0,60~64,1,,
487a,2023,5,F,0,55~59,1,,
487a,2023,5,M,0,45~49,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,F,0,35~39,1,,
487a,2023,5,F,0,45~49,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,70+,2,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,F,0,60~64,1,,
487a,2023,5,M,0,55~59,1,,
487a,2023,5,M,0,45~49,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,M,0,50~54,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,F,0,5~9,1,,
487a,2023,5,F,0,70+,2,,
487a,2023,5,M,0,5~9,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,70+,1,,
487a,2023,5,M,0,5~9,1,,
487a,2023,5,M,0,10~14,1,,
487a,2023,5,M,0,60~64,1,,
487a,2023,5,F,0,70+,1,,
487a,2023,5,M,0,5~9,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,10~14,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,40~44,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,F,0,60~64,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,55~59,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,55~59,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,40~44,1,,
487a,2023,6,F,0,5~9,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,55~59,1,,
487a,2023,6,M,0,5~9,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,70+,2,,
487a,2023,6,F,0,15~19,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,F,0,55~59,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,3,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,M,0,5~9,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,F,0,70+,2,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,F,0,60~64,1,,
487a,2023,6,F,0,25~29,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,F,0,60~64,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,F,0,5~9,1,,
487a,2023,6,M,0,5~9,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,M,0,50~54,2,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,F,0,30~34,1,,
487a,2023,6,M,0,40~44,1,,
487a,2023,6,F,0,60~64,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,F,0,65~69,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,F,0,55~59,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,1,65~69,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,M,0,20~24,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,65~69,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,M,0,30~34,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,45~49,1,,
487a,2023,6,M,0,50~54,1,,
487a,2023,6,M,0,55~59,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,70+,2,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,40~44,1,,
487a,2023,6,M,0,60~64,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,40~44,1,,
487a,2023,6,F,0,60~64,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,F,0,50~54,1,,
487a,2023,6,F,0,70+,1,,
487a,2023,6,M,0,70+,1,,
487a,2023,7,M,0,65~69,1,,
487a,2023,7,M,0,65~69,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,65~69,1,,
487a,2023,7,M,0,50~54,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,65~69,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,0,30~34,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,M,0,70+,2,,
487a,2023,7,M,0,40~44,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,M,0,65~69,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,F,0,55~59,1,,
487a,2023,7,F,0,65~69,1,,
487a,2023,7,F,0,60~64,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,25~29,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,55~59,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,60~64,2,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,1,45~49,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,60~64,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,65~69,1,,
487a,2023,7,F,0,40~44,1,,
487a,2023,7,F,0,5~9,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,F,0,45~49,1,,
487a,2023,7,F,0,65~69,1,,
487a,2023,7,F,0,70+,1,,
487a,2023,7,M,0,55~59,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,M,0,30~34,1,,
487a,2023,7,M,0,70+,1,,
487a,2023,7,M,0,45~49,1,,
487a,2023,7,F,0,55~59,1,,
487a,2023,7,M,0,55~59,1,,
487a,2023,7,M,0,65~69,1,,
487a,2023,7,M,0,60~64,1,,
487a,2023,7,M,0,70+,2,,
487a,2023,7,F,0,10~14,1,,
